Unnamed: 0,Last modfied: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
CCE-27492-8,All directories specified by DocumentRoot directives should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27664-2,All directories specified by DocumentRoot directives should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27627-9,The Unix permissions for all directories specified by Alias directives should be configured appropriately.,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate.  Page 22-23",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27672-5,All directories specified by Alias directives should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27460-5,All directories specified by Alias directives should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,"Rule Title: The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 A22  Rule ID: SV-33027r1_rule  Vuln ID: V-2258
Severity: CAT I  Class: Unclass",
CCE-27787-1,The Unix permissions for all directories specified by ServerRoot directives should be configred appropriately,(1) permissions,(1) via chmod,,,,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27548-7,All directories specified by ServerRoot directives should be owned by the appropriate user.,(1) user,(1) via chown,,,,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27826-7,All directories specified by ServerRoot directives should be owned by the appropriate group.,(1) group,(1) via chown,,,,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-26950-6,The Unix permissions of Apache's configuration directory should be configred appropriately,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate.  Page 22-23",1.19 Updating Ownership and Permissions p34,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27833-3,Apache's configuration directory should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",1.19 Updating Ownership and Permissions p34,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27800-2,Apache's configuration directory should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",1.19 Updating Ownership and Permissions p34,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27911-7,The Unix permissions of Apache's /bin directory should be configred appropriately,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
Perform the following to set the permissions on the $APACHE_PREFIX directories, and then remove other read permissions on the bin directory and its contents:
23 | P a g e
# chmod –R u=rwX,g=rX,o=rX $APACHE_PREFIX # chmod –R u=rwX,g=rX,o=X $APACHE_PREFIX/bin  Page 22-23",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27709-5,Apache's /bin directory should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27685-7,Apache's /bin directory should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27540-4,The Unix permissions of Apache's /logs directory should be configred appropriately,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate.  Page 22-23",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27818-4,Apache's /logs directory should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27602-2,Apache's /logs directory should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27041-3,The Unix permissions of Apache's /htdocs directory should be configred appropriately,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate. … exception in some cases may have a designated group with write access for the Apache web document root ($APACHE_PREFIX/htdocs) are likely to need a designated group to allow web content to be updated.",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27699-8,Apache's /htdocs directory should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27866-3,Apache's /htdocs directory should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
the Apache web document root ($APACHE_PREFIX/htdocs) are likely to need a designated group to allow web content to be updated (such as webupdate) through a change management process. Page 21",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27793-9,The Unix permissions of Apache's /cgi-bin directory should be configred appropriately,(1) permissions,(1) via chmod,,"1.3.5 Apache Directory and File Permissions (Level 1, Scorable)
The permission on the Apache directories should be rwxr-xr-x (755) and the file permissions should be similar except not executable if executable is not appropriate.  Page 22-23",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27919-0,Apache's /cgi-bin directory should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27820-0,Apache's /cgi-bin directory should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.4 Apache Directory and File Ownership (Level 1, Scorable)
The Apache directories and files should be owned by root with the root (or root equivalent) group. Page 21-22",,,,,"Rule Title: Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 A22  Rule ID: SV-32938r1_rule  Vuln ID: V-2259
Severity: CAT II  Class: Unclass"
CCE-27435-7,"The Apache ""StartServers"" directive should be configured appropriately.",(1) Number value,(1) Apache configuration file: StartServers directive,,,1.13 Denial of Service Prevention Tuning p22,,,,"Rule Title: The httpd.conf StartServers directive must be set properly.
STIG ID: WA000-WWA026 A22  Rule ID: SV-36645r1_rule  Vuln ID: V-13727
Severity: CAT II  Class: Unclass"
CCE-27449-8,"The Apache ""MinSpareServers"" directive should be configured appropriately.",(1) Number value,(1) Apache configuration file: MinSpareServers directive,,,1.13 Denial of Service Prevention Tuning p22,,,,"Rule Title: The httpd.conf MinSpareServers directive must be set properly. 
STIG ID: WA000-WWA028 A22  Rule ID: SV-36646r1_rule  Vuln ID: V-13728
Severity: CAT II  Class: Unclass"
CCE-27810-1,"The Apache ""MaxSpareServers"" directive should be configured appropriately.",(1) Number value,(1) Apache configuration file: MaxSpareServers directive,,,1.13 Denial of Service Prevention Tuning p22,,,,"Rule Title: The httpd.conf MaxSpareServers directive must be set properly. 
STIG ID: WA000-WWA030 A22  Rule ID: SV-36648r1_rule  Vuln ID: V-13729
Severity: CAT III  Class: Unclass"
CCE-27848-1,"The Apache ""MaxClients"" directive should be configured appropriately.",(1) Number value,(1) Apache configuration file: MaxClients directive,,,1.13 Denial of Service Prevention Tuning p22,,,,"Rule Title: The httpd.conf MaxClients directive must be set properly. 
STIG ID: WA000-WWA032 A22  Rule ID: SV-36649r1_rule  Vuln ID: V-13730
Severity: CAT II  Class: Unclass"
CCE-27696-4,Apache's process ID (PID) file's Unix permissions should be configured appropriately. ,(1) permissions,(1) via chmod,,"1.3.8 Pid File Security (Level 1, Scorable)
Change the permissions so that the directory is only writable by root, or the user under which apache initially starts up (default is root), Page 25",,,,,"Rule Title: The process ID (PID) file must be properly secured.
STIG ID: WA00530 A22  Rule ID: SV-33222r1_rule  Vuln ID: V-26305
Severity: CAT II  Class: Unclass"
CCE-27851-5,Apache's process ID (PID) file should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.8 Pid File Security (Level 1, Scorable)
Change the ownership and group to be root:root, if not already. Page 25",,,,,"Rule Title: The process ID (PID) file must be properly secured.
STIG ID: WA00530 A22  Rule ID: SV-33222r1_rule  Vuln ID: V-26305
Severity: CAT II  Class: Unclass"
CCE-27930-7,Apache's process ID (PID) file should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.8 Pid File Security (Level 1, Scorable)
Change the ownership and group to be root:root, if not already. Page 25",,,,,"Rule Title: The process ID (PID) file must be properly secured.
STIG ID: WA00530 A22  Rule ID: SV-33222r1_rule  Vuln ID: V-26305
Severity: CAT II  Class: Unclass"
CCE-27126-2,Apache's Scoreboard file's Unix permissions should be configured appropriately.,(1) permissions,(1) via chmod,,"1.3.9 ScoreBoard File Security (Level 1, Scorable)
Change the permissions so that the directory is only writable by root, or the user under which apache initially starts up (default is root), Page 26",,,,,"Rule Title: The ScoreBoard file must be properly secured.
STIG ID: WA00535 A22  Rule ID: SV-33223r1_rule  Vuln ID: V-26322
Severity: CAT II  Class: Unclass"
CCE-27815-0,Apache's scoreboard file should be owned by the appropriate user.,(1) user,(1) via chown,,"1.3.9 ScoreBoard File Security (Level 1, Scorable)
Change the ownership and group to be root:root, if not already. Page 26",,,,,"Rule Title: The ScoreBoard file must be properly secured.
STIG ID: WA00535 A22  Rule ID: SV-33223r1_rule  Vuln ID: V-26322
Severity: CAT II  Class: Unclass"
CCE-27859-8,Apache's scoreboard (PID) file should be owned by the appropriate group.,(1) group,(1) via chown,,"1.3.9 ScoreBoard File Security (Level 1, Scorable)
Change the ownership and group to be root:root, if not already. Page 26",,,,,"Rule Title: The ScoreBoard file must be properly secured.
STIG ID: WA00535 A22  Rule ID: SV-33223r1_rule  Vuln ID: V-26322
Severity: CAT II  Class: Unclass"
CCE-27667-5,The location of the Apache htpasswd file should be set correctly.,(1) directory path,(1) Directory of htpasswd file,,"1.5.10 Restrict Access to .ht* files (Level 1, Scorable)
Also a common name for web password and group files is .htpasswd and .htgroup. Neither of these files should be placed in the document root Page 45",,,,,
CCE-27756-6,The Apache User directive should be set correctly.,(1) user name,(1) Apache configuration file: User directive,,"1.3.1 Run the Apache Web Server as a non-root user (Level 1, Scorable)
Configure the Apache user and group in the Apache configuration file httpd.conf: User apache Page 19",1.6 Creating the Apache User and Group Accounts p14,,,,
CCE-27566-9,The Apache Group directive should be set correctly.,(1) group name,(1) Apache configuration file: Group directive,,"1.3.1 Run the Apache Web Server as a non-root user (Level 1, Scorable)
Configure the Apache user and group in the Apache configuration file httpd.conf: Group apache Page 19",1.6 Creating the Apache User and Group Accounts p14,,,,
CCE-27883-8,The Apache ServerSignature directive should be set appropriately.,(1) On/Off/EMail,(1) Apache configuration file: ServerSignature directive,,"1.8.2 Limit Information in the Server Signature (Level 1, Scorable)
Add or modify the ServerSignature directive as shown below to have the value of Off: ServerSignature Off Page 68-69",1.16 Software Information Leakage Protection p29,,,,
CCE-27903-4,The Apache runtime rewriting engine should be enabled or disabled as appropriate.,(1) off/on,(1) Apache configuration file: RewriteEngine directive,,"1.5.9 Restrict HTTP Protocol Versions (Level 1, Scorable)
Add the RewriteEngine directive to the configuration within the global server context with the value of on so that the rewrite engine is enabled. RewriteEngine On Page 43-44",1.11 Restrict HTTP Protocol Version p19,,,,
CCE-27791-3,The Apache ErrorDocument directive should be set correctly for HTTP 400 errors.,(1) message/document,(1) Apache configuration file: 'ErrorDocument 400' directive,,,2.7 Additional Software Information Leakage Protection p50,,,,
CCE-27910-9,The ApacheErrorDocument directive should be set correctly for HTTP 401 errors.,(1) message/document,(1) Apache configuration file: 'ErrorDocument 401' directive,,,2.7 Additional Software Information Leakage Protection p50,,,,
CCE-27680-8,The ApacheErrorDocument directive should be set correctly for HTTP 403 errors.,(1) message/document,(1) Apache configuration file: 'ErrorDocument 403' directive,,,2.7 Additional Software Information Leakage Protection p50,,,,
CCE-27390-4,The ApacheErrorDocument directive should be set correctly for HTTP 404 errors.,(1) message/document,(1) Apache configuration file: 'ErrorDocument 404' directive,,,2.7 Additional Software Information Leakage Protection p50,,,,
CCE-27860-6,The ApacheErrorDocument directive should be set correctly for HTTP 405 errors.,(1) message/document,(1) Apache configuration file: 'ErrorDocument 405' directive,,,2.7 Additional Software Information Leakage Protection p50,,,,
CCE-27817-6,The ApacheErrorDocument directive should be set correctly for HTTP 500 errors.,(1) message/document,(1) Apache configuration file: 'ErrorDocument 500' directive,,,2.7 Additional Software Information Leakage Protection p50,,,,
CCE-27781-4,The Apache user account should be locked or unlocked as appropriate.,(1) locked/unlocked,(1) via /etc/passwd,,"1.3.3 Lock the Apache User Account (Level 1, Scorable)
Use the passwd command to lock the apache account: # passwd -l apache Page 21",,,,,
CCE-27878-8,The Apache user account should be allowed root privileges as appropriate.,(1) allowed/not allowed,(1) via /etc/passwd,,"1.3.1 Run the Apache Web Server as a non-root user (Level 1, Scorable)
Although Apache typically is started with root privileges in order to listen on port 80 and 443, it can and should run as another non-root user in order to perform the web services. Page 19",1.6 Creating the Apache User and Group Accounts p14,,,,
CCE-27722-8,The group membership of the Apache user account should be set correctly.,(1) group,(1) via /etc/group,,"1.3.1 Run the Apache Web Server as a non-root user (Level 1, Scorable)
Although Apache typically is started with root privileges in order to listen on port 80 and 443, it can and should run as another non-root user in order to perform the web services. Page 19",1.6 Creating the Apache User and Group Accounts p14,,,,
CCE-27302-9,The ownership of the Apache /etc/httpd/conf/passwd file should be set correctly.,(1) owner,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27700-4,The group membership of the Apache /etc/httpd/conf/passwd file should be set correctly.,(1) group,(1) via chgrp,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27837-4,The permissions for the Apache /etc/httpd/conf/passwd file should be set correctly.,(1) permissions,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27856-4,The ownership of the Apache /var/www/html file should be set correctly.,(1) owner,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27841-6,The group membership of the Apache /var/www/html file should be set correctly.,(1) group,(1) via chgrp,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27854-9,The permissions for the Apache/var/www/html file should be set correctly.,(1) permissions,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27714-5,The ownership of log files in Apache /var/log/httpd/ should be set correctly.,(1) owner,(1) via chown,,"1.3.6 Core Dump Directory Security (Level 1, Scorable)
must be owned by root and have a group ownership of the Apache group (as defined via the Group directive)
# chown root:apache /var/log/httpd Page 23",1.19 Updating Ownership and Permissions p34,,,,
CCE-27422-5,The group membership of any Apache files in /var/log/httpd/ should be set correctly.,(1) group,(1) via chgrp,,"1.3.6 Core Dump Directory Security (Level 1, Scorable)
must be owned by root and have a group ownership of the Apache group (as defined via the Group directive)
# chown root:apache /var/log/httpd Page 23",1.19 Updating Ownership and Permissions p34,,,,
CCE-27943-0,The permissions of any Apache files in /var/log/httpd/ should be set correctly.,(1) permissions,(1) via chown,,"1.3.6 Core Dump Directory Security (Level 1, Scorable)
must have no read-write-search access permission for other users.
# chmod o-rwx /var/log/httpd Page 23",1.19 Updating Ownership and Permissions p34,,,,
CCE-27497-7,The ownership of the Apache /etc/httpd/conf.d file should be set correctly.,(1) owner,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27601-4,The group membership of the Apache /etc/httpd/conf.d file should be set correctly.,(1) group,(1) via chgrp,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27462-1,The permissions for the Apache /etc/httpd/conf.d file should be set correctly.,(1) permissions,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27217-9,The ownership of the Apache /usr/sbin/httpd file should be set correctly. ,(1) owner,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27273-2,The group membership of the Apache /usr/sbin/httpd file should be set correctly. ,(1) group,(1) via chgrp,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27915-8,The permissions for the Apache /usr/sbin/httpd file should be set correctly. ,(1) permissions,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27935-6,The ownership of the Apache /usr/sbin/apachectl file should be set correctly.,(1) owner,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-26955-5,The group membership of the Apache /usr/sbin/apachectl file should be set correctly.,(1) group,(1) via chgrp,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27901-8,The permissions for the Apache /usr/sbin/apachectl file should be set correctly.,(1) permissions,(1) via chown,,,1.19 Updating Ownership and Permissions p34,,,,
CCE-27519-8,"The ""FollowSymLinks"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) FollowSymLinks / -FollowSymLinks / +FollowSymLinks / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,"1.5.2 Restrict Options for the Web Root Directory (Level 1, Scorable)
Add or modify any existing Options directive to have a value of None or Multiviews, if multiviews are needed. Page 34",1.8 Directory Functionality Control with the Options Directive p16,,,,
CCE-27892-9,"The""Includes"" setting of the DocumentRoot should be enabled or disabled as appropriate. ",(1) Includes / -Includes / +Includes / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,"1.5.2 Restrict Options for the Web Root Directory (Level 1, Scorable)
Add or modify any existing Options directive to have a value of None or Multiviews, if multiviews are needed. Page 34",1.8 Directory Functionality Control with the Options Directive p16,,,,
CCE-27509-9,"The ""IncludesNOEXEC"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) IncludesNoExec / -IncludesNoExec / +IncludesNoExec / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,"1.5.2 Restrict Options for the Web Root Directory (Level 1, Scorable)
Add or modify any existing Options directive to have a value of None or Multiviews, if multiviews are needed. Page 34",1.8 Directory Functionality Control with the Options Directive p16,,,,
CCE-27382-1,"The ""Indexes"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) Indexes / -Indexes / +Indexes / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,"1.5.2 Restrict Options for the Web Root Directory (Level 1, Scorable)
Add or modify any existing Options directive to have a value of None or Multiviews, if multiviews are needed. Page 34",1.8 Directory Functionality Control with the Options Directive p16,,,,
CCE-27944-8,"The""MultiViews"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) MultiViews / -MultiViews / +MultiViews / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,"1.5.2 Restrict Options for the Web Root Directory (Level 1, Scorable)
Add or modify any existing Options directive to have a value of None or Multiviews, if multiviews are needed. Page 34",1.8 Directory Functionality Control with the Options Directive p17,,,,
CCE-27897-8,"The ""ExecCGI"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) ExecCGI / -ExecCGI/ +ExecCGI / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,"1.5.2 Restrict Options for the Web Root Directory (Level 1, Scorable)
Add or modify any existing Options directive to have a value of None or Multiviews, if multiviews are needed. Page 34",1.8 Directory Functionality Control with the Options Directive p16,,,,
CCE-27882-0,The Order directive for all DocumentRoot directives should be configured appropriately.,"(1) Allow,Deny / Deny,Allow / Mutual-failure",(1) Apache configuration file: Order directive (in DocumentRoot Directory directive),,"1.5.7 Limit HTTP Request Methods (Level 1, Scorable)
Search for the <Directory> directive on the document root directory … Ensure that the access control order within the <Directory> directive is allow, deny. Order allow,deny Page 41",1.7 Restricting Access p15,,,,
CCE-27313-6,The Order directive for the specified Directory directive should be configured appropriately.,"(1) Allow,Deny / Deny,Allow / Mutual-failure","
(1) TARGET: Directory directive
(2) Apache configuration file: Order directive",,"1.4.2 Allow Appropriate Access to Web Content (Level 1, Not Scorable)
Search the Apache configuration files (httpd.conf and any included configuration files) to find all <Directory> and <Location> elements … Add a single Order directive and set the value to deny, allow. Page 28-29",1.7 Restricting Access p15,,,,
CCE-26965-4,The Allow directive for the specified Directory directive should be configured appropriately.,(1) all | hostname/IP address/environment variable,(1) Allow directive,,"1.4.2 Allow Appropriate Access to Web Content (Level 1, Not Scorable)
Search the Apache configuration files (httpd.conf and any included configuration files) to find all <Directory> and <Location> elements … Include the appropriate Allow and Deny directives, with values that are appropriate for the purposes of the directory. Page 28-29",1.7 Restricting Access p14-15,,,,
CCE-27023-1,The Deny directive for the specified Directory directive should be configured appropriately.,(1) all | hostname/IP address/environment variable,(1) Deny directive,,"1.4.2 Allow Appropriate Access to Web Content (Level 1, Not Scorable)
Search the Apache configuration files (httpd.conf and any included configuration files) to find all <Directory> and <Location> elements … Include the appropriate Allow and Deny directives, with values that are appropriate for the purposes of the directory. Page 28-29",1.7 Restricting Access p14-15,,,,
CCE-27913-3,testcgi should be installed as appropriate.,(1) exist/not exist,(1) cgi-script directory,,"1.5.6 Remove Default CGI Content test-cgi (Level 1, Scorable)
Remove the test-cgi default CGI in cgi-bin directory if it is installed. # rm $APACHE_PREFIX/cgi-bin/test-cgi Page 39-40",1.18 Remove Default Content p33,,,,
