CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-91124-8,sysprefs_bluetooth_menu_enable,Enable Bluetooth Menu,"The bluetooth menu _MUST_ be enabled.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.controlcenter')\
.objectForKey('Bluetooth').js
EOS
",{'integer': 18},"Create a configuration profile containing the following keys in the (com.apple.controlcenter) payload type:

[source,xml]
----
<key>Bluetooth</key>
<integer>18</integer>
----

",,,,,
CCE-91150-3,sysprefs_bluetooth_prefpane_disable,Disable the Bluetooth System Preference Pane,"The Bluetooth System Preference pane _MUST_ be disabled to prevent access to the bluetooth configuration.
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'com.apple.preferences.Bluetooth' | /usr/bin/awk '{ if ($1 >= 2) {print ""1""} else {print ""0""}}'
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>DisabledPreferencePanes</key>
<array>
    <string>com.apple.preferences.Bluetooth</string>
</array>
----

",,,SRG-OS-000481-GPOS-000481,APPL-12-002062,CCI-002418
CCE-91125-5,sysprefs_bluetooth_prefpane_hide,Hide the Bluetooth System Preference Pane,"The Bluetooth System Preference pane _MUST_ be hidden to prevent access to the bluetooth configuration.
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'com.apple.preferences.Bluetooth' | /usr/bin/awk '{ if ($1 >= 2) {print ""1""} else {print ""0""}}'
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>HiddenPreferencePanes</key>
<array>
    <string>com.apple.preferences.Bluetooth</string>
</array>
----

",,,SRG-OS-000481-GPOS-000481,APPL-12-002062,CCI-002418
CCE-91049-7,sysprefs_bluetooth_sharing_disable,Disable Bluetooth Sharing,"Bluetooth Sharing _MUST_ be disabled. 

Bluetooth Sharing allows users to wirelessly transmit files between the macOS and Bluetooth-enabled devices, including personally owned cellphones and tablets. A malicious user might introduce viruses or malware onto the system or extract sensitive files via Bluetooth Sharing. When Bluetooth Sharing is disabled, this risk is mitigated. 

[NOTE] 
====
The check and fix are for the currently logged in user. To get the currently logged in user, run the following.
[source,bash]
----
CURRENT_USER=$( scutil <<< ""show State:/Users/ConsoleUser"" \| awk '/Name :/ && ! /loginwindow/ { print $3 }' )
----
====
",Script,"/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults -currentHost read com.apple.Bluetooth PrefKeyServicesEnabled
",{'boolean': 0},"[source,bash]
----
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults -currentHost write com.apple.Bluetooth PrefKeyServicesEnabled -bool false
----
","AC-3
AC-18(4)
CM-7
CM-7(1)","3.1.1
3.1.2
3.1.16
3.4.7",,,
CCE-91126-3,sysprefs_bluetooth_unpaired_disable,Disable Bluetooth When No Devices are Paired,"Bluetooth _MUST_ be disabled when no devices are paired. 
",Script,"isPaired=$(/usr/sbin/system_profiler SPBluetoothDataType 2>/dev/null | /usr/bin/grep -c 'Connected: Yes')
if [[ ""$isPaired"" = ""0"" ]]; then 
    powerState=$(/usr/sbin/system_profiler SPBluetoothDataType 2>/dev/null | /usr/bin/grep -c 'State: On')
    /bin/echo ""$powerState""
else
    /bin/echo ""0""
fi
",{'integer': 0},"[source,bash]
----
/usr/bin/defaults write /private/var/root/Library/Preferences/com.apple.BTServer.plist defaultPoweredState off
/usr/bin/killall -HUP bluetoothd
----
","AC-18
SC-8
AC-18(3)",,,,
CCE-91127-1,sysprefs_cd_dvd_sharing_disable,Disable CD/DVD Sharing,"CD/DVD Sharing _MUST_ be disabled. 
",Script,"/usr/bin/pgrep -q ODSAgent; /bin/echo $?
",{'integer': 1},"[source,bash]
----
/bin/launchctl unload /System/Library/LaunchDaemons/com.apple.ODSAgent.plist
----
","CM-7
CM-7(1)",,,,
CCE-91050-5,sysprefs_content_caching_disable,Disable Content Caching Service,"Content caching _MUST_ be disabled. 

Content caching is a macOS service that helps reduce Internet data usage and speed up software installation on Mac computers. It is not recommended for devices furnished to employees to act as a caching server. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowContentCaching').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowContentCaching</key>
<false/>
----

","CM-7
CM-7(1)",3.4.6,,,
CCE-91051-3,sysprefs_critical_update_install_enforce,Enforce Critical Security Updates to be Installed,"Ensure that security updates are installed as soon as they are available from Apple. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('CriticalUpdateInstall').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>CriticalUpdateInstall</key>
<true/>
----

",SI-2,,,,
CCE-91052-1,sysprefs_diagnostics_reports_disable,Disable Sending Diagnostic and Usage Data to Apple,"The ability to submit diagnostic data to Apple _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling the submission of diagnostic and usage information will mitigate the risk of unwanted data being sent to Apple. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
let pref1 = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.SubmitDiagInfo')\
.objectForKey('AutoSubmit').js
let pref2 = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowDiagnosticSubmission').js
if ( pref1 == false && pref2 == false ){
    return(""true"")
} else {
    return(""false"")
}
}
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SubmitDiagInfo) payload type:

[source,xml]
----
<key>AutoSubmit</key>
<false/>
----

Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDiagnosticSubmission</key>
<false/>
----

","SI-11
AC-20
SC-7(10)",3.1.20,SRG-OS-000096-GPOS-00050,APPL-12-002021,CCI-000382
CCE-91053-9,sysprefs_filevault_enforce,Enforce FileVault,"FileVault _MUST_ be enforced.

The information system implements cryptographic mechanisms to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.
",Manual,"/usr/bin/fdesetup status | /usr/bin/grep -c ""FileVault is On.""
",{'integer': 1},"NOTE: See the FileVault supplemental to implement this rule.
","SC-28
SC-28(1)",3.13.16,"SRG-OS-000185-GPOS-00079
SRG-OS-000404-GPOS-00183
SRG-OS-000405-GPOS-00184",APPL-12-005020,"CCI-001199
CCI-002475
CCI-002476"
CCE-91054-7,sysprefs_find_my_disable,Disable Find My Service,"The Find My service _MUST_ be disabled.

A Mobile Device Management (MDM) solution _MUST_ be used to carry out remote locking and wiping instead of Apple's Find My service.

Apple's Find My service uses a personal AppleID for authentication. Organizations should rely on MDM solutions, which have much more secure authentication requirements, to perform remote lock and remote wipe.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowFindMyDevice'))
  let pref2 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowFindMyFriends'))
  let pref3 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.icloud.managed')\
.objectForKey('DisableFMMiCloudSetting'))
  if ( pref1 == false && pref2 == false && pref3 == true ) {
    return(""true"")
  } else {
    return(""false"")
  }
}
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyDevice</key>
<false/>
<key>allowFindMyFriends</key>
<false/>
----

Create a configuration profile containing the following keys in the (com.apple.icloud.managed) payload type:

[source,xml]
----
<key>DisableFMMiCloudSetting</key>
<true/>
----

","AC-20
CM-7
CM-7(1)","3.1.20
3.4.6",,,
CCE-91055-4,sysprefs_firewall_enable,Enable macOS Application Firewall,"The macOS Application Firewall is the built-in firewall that comes with macOS, and it _MUST_ be enabled. 

When the macOS Application Firewall is enabled, the flow of information within the information system and between interconnected systems will be controlled by approved authorizations.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.firewall')\
.objectForKey('EnableFirewall').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.security.firewall) payload type:

[source,xml]
----
<key>EnableFirewall</key>
<true/>
----

","AC-4
SC-7(12)
CM-7
CM-7(1)
SC-7","3.1.3
3.1.5
3.1.18
3.4.6
3.13.1
3.13.2
3.13.5",SRG-OS-000480-GPOS-00232,APPL-12-005050,CCI-000366
CCE-91056-2,sysprefs_firewall_stealth_mode_enable,Enable Firewall Stealth Mode,"Firewall Stealth Mode _MUST_ be enabled. 

When stealth mode is enabled, the Mac will not respond to any probing requests, and only requests from authorized applications will still be authorized.

[IMPORTANT]
====
Enabling firewall stealth mode may prevent certain remote mechanisms used for maintenance and compliance scanning from properly functioning. Information System Security Officers (ISSOs) are advised to first fully weigh the potential risks posed to their organization before opting not to enable stealth mode.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.firewall')\
.objectForKey('EnableStealthMode').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.security.firewall) payload type:

[source,xml]
----
<key>EnableStealthMode</key>
<true/>
----

","CM-7
CM-7(1)
SC-7(16)
SC-7","3.4.6
3.13.1
3.13.2
3.13.5",SRG-OS-000480-GPOS-00232,APPL-12-005050,
CCE-91057-0,sysprefs_gatekeeper_identified_developers_allowed,Apply Gatekeeper Settings to Block Applications from Unidentified Developers,"The information system implements cryptographic mechanisms to authenticate software prior to installation.

Gatekeeper settings must be configured correctly to only allow the system to run applications downloaded from the Mac App Store or applications signed with a valid Apple Developer ID code. Administrator users will still have the option to override these settings on a per-app basis. Gatekeeper is a security feature that ensures that applications must be digitally signed by an Apple-issued certificate in order to run. Digital signatures allow the macOS to verify that the application has not been modified by a malicious third party.
",Script,"/usr/sbin/spctl --status --verbose | /usr/bin/grep -c ""developer id enabled""
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempolicy.control) payload type:

[source,xml]
----
<key>AllowIdentifiedDevelopers</key>
<true/>
<key>EnableAssessment</key>
<true/>
----

","CM-14
CM-5
SI-7(15)
SI-7(1)",3.4.5,SRG-OS-000480-GPOS-00227,APPL-12-002060,CCI-000366
CCE-91058-8,sysprefs_gatekeeper_override_disallow,Configure Gatekeeper to Disallow End User Override,"Gatekeeper _MUST_ be configured with a configuration profile to prevent normal users from overriding its settings. 

If users are allowed to disable Gatekeeper or set it to a less restrictive setting, malware could be introduced into the system. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.systempolicy.managed')\
.objectForKey('DisableOverride').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.systempolicy.managed) payload type:

[source,xml]
----
<key>DisableOverride</key>
<true/>
----

","CM-5
SI-7(15)",3.4.5,,,CCI-000366
CCE-91059-6,sysprefs_guest_access_smb_disable,Disable Guest Access to Shared SMB Folders,"Guest access to shared Server Message Block (SMB) folders _MUST_ be disabled. 

Turning off guest access prevents anonymous users from accessing files shared via SMB.
",Script,"/usr/bin/defaults read /Library/Preferences/SystemConfiguration/com.apple.smb.server AllowGuestAccess
",{'boolean': 0},"[source,bash]
----
/usr/sbin/sysadminctl -smbGuestAccess off
----
","AC-2(9)
AC-2","3.5.1
3.5.2",,,
CCE-91060-4,sysprefs_guest_account_disable,Disable the Guest Account,"Guest access _MUST_ be disabled. 

Turning off guest access prevents anonymous users from accessing files.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('DisableGuestAccount').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>DisableGuestAccount</key>
<true/>
----

","AC-2
AC-2(9)","3.5.1
3.5.2",SRG-OS-000364-GPOS-00151,APPL-12-002063,CCI-001813
CCE-91061-2,sysprefs_hot_corners_disable,Disable Hot Corners,"Hot corners _MUST_ be disabled. 

The information system conceals, via the session lock, information previously visible on the display with a publicly viewable image. Although hot comers can be used to initiate a session lock or to launch useful applications, they can also be configured to disable an automatic session lock from initiating. Such a configuration introduces the risk that a user might forget to manually lock the screen before stepping away from the computer.
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -Ec '""wvous-bl-corner"" = 0|""wvous-br-corner"" = 0|""wvous-tl-corner"" = 0|""wvous-tr-corner"" = 0'
",{'integer': 4},"NOTE: The following settings are in the (com.apple.ManagedClient.preferences) payload. This payload requires the additional settings to be sub-payloads within, containing their their defined payload types.

Create a configuration profile containing the following keys in the (com.apple.dock) payload type:

[source,xml]
----
<key>wvous-bl-corner</key>
<integer>0</integer>
<key>wvous-br-corner</key>
<integer>0</integer>
<key>wvous-tr-corner</key>
<integer>0</integer>
<key>wvous-tl-corner</key>
<integer>0</integer>
----

",AC-11(1),3.1.10,SRG-OS-000031-GPOS-00012,APPL-12-000007,CCI-000060
CCE-91128-9,sysprefs_hot_corners_secure,Secure Hot Corners,"Hot corners _MUST_ be secured. 

The information system conceals, via the session lock, information previously visible on the display with a publicly viewable image. Although hot comers can be used to initiate a session lock or to launch useful applications, they can also be configured to disable an automatic session lock from initiating. Such a configuration introduces the risk that a user might forget to manually lock the screen before stepping away from the computer.
",Script,"bl_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-bl-corner 2>/dev/null)""
tl_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tl-corner 2>/dev/null)""
tr_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tr-corner 2>/dev/null)""
br_corner=""$(/usr/bin/defaults read /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-br-corner 2>/dev/null)""

if [[ ""$bl_corner"" != ""6"" ]] && [[ ""$tl_corner"" != ""6"" ]] && [[ ""$tr_corner"" != ""6"" ]] && [[ ""$br_corner"" != ""6"" ]]; then
  echo ""0""
fi
",{'integer': 0},"[source,bash]
----
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-bl-corner 2>/dev/null
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tl-corner 2>/dev/null
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-tr-corner 2>/dev/null
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults delete /Users/""$CURRENT_USER""/Library/Preferences/com.apple.dock wvous-br-corner 2>/dev/null
----
",AC-11(1),,,,
CCE-91062-0,sysprefs_improve_siri_dictation_disable,Disable Sending Siri and Dictation Information to Apple,"The ability for Apple to store and review audio of your Siri and Dictation interactions _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling the submission of Siri and Dictation information will mitigate the risk of unwanted data being sent to Apple. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.assistant.support')\
.objectForKey('Siri Data Sharing Opt-In Status').js
EOS
",{'integer': 2},"Create a configuration profile containing the following keys in the (com.apple.assistant.support) payload type:

[source,xml]
----
<key>Siri Data Sharing Opt-In Status</key>
<integer>2</integer>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)","3.1.20
3.4.6",,,
CCE-91129-7,sysprefs_install_macos_updates_enforce,Enforce macOS Updates are Automatically Installed,"Software Update _MUST_ be configured to enforce automatic installation of macOS updates is enabled.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('AutomaticallyInstallMacOSUpdates').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>AutomaticallyInstallMacOSUpdates</key>
<true/>
----

",,,,,
CCE-90938-2,sysprefs_internet_accounts_prefpane_disable,Disable the Internet Accounts System Preference Pane,"The Internet Accounts System Preference pane _MUST_ be disabled to prevent the addition of unauthorized internet accounts.

[IMPORTANT]
====
Some organizations may allow the use and configuration of the built-in Mail.app, Calendar.app, and Contacts.app for organizational communication. Information System Security Officers (ISSOs) may make the risk-based decision not to disable the Internet Accounts System Preference pane to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'com.apple.preferences.internetaccounts' | /usr/bin/awk '{ if ($1 >= 2) {print ""1""} else {print ""0""}}' 
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>DisabledPreferencePanes</key>
<array>
    <string>com.apple.preferences.internetaccounts</string>
</array>
----

","CM-7(5)
AC-20",3.1.20,"SRG-OS-000370-GPOS-00155
SRG-OS-000095-GPOS-00049",APPL-12-002032,"CCI-001774
CCI-000381"
CCE-91130-5,sysprefs_internet_accounts_prefpane_hide,Hide the Internet Accounts System Preference Pane,"The Internet Accounts System Preference pane _MUST_ be hidden to prevent the addition of unauthorized internet accounts.

[IMPORTANT]
====
Some organizations may allow the use and configuration of the built-in Mail.app, Calendar.app, and Contacts.app for organizational communication. Information System Security Officers (ISSOs) may make the risk-based decision not to disable the Internet Accounts System Preference pane to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'com.apple.preferences.internetaccounts' | /usr/bin/awk '{ if ($1 >= 2) {print ""1""} else {print ""0""}}'
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempreferences) payload type:

[source,xml]
----
<key>HiddenPreferencePanes</key>
<array>
    <string>com.apple.preferences.internetaccounts</string>
</array>
----

","CM-7(5)
AC-20",3.1.20,"SRG-OS-000095-GPOS-00049
SRG-OS-000370-GPOS-00155",APPL-12-002032,"CCI-001774
CCI-000381"
CCE-91063-8,sysprefs_internet_sharing_disable,Disable Internet Sharing,"If the system does not require Internet sharing, support for it is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling Internet sharing helps prevent the unauthorized connection of devices, unauthorized transfer of information, and unauthorized tunneling.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('forceInternetSharingOff').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>forceInternetSharingOff</key>
<true/>
----

","AC-4
AC-20","3.1.3
3.1.20",SRG-OS-000095-GPOS-00049,APPL-12-002007,CCI-000381
CCE-91131-3,sysprefs_location_services_audit,Audit Location Services,"The organization _MUST_ audit which applications have access to location services.
",Manual,"sudo /usr/libexec/PlistBuddy -c print /var/db/locationd/clients.plist | grep Dict | awk '(NR>1) { print $1 }' 
",{'string': 'a list containing approved applications.'},"Review the list of applications and remove any unauthorized applications from System Prefrences->Security & Privacy->Privacy->Location Services.
",,,,,
CCE-91064-6,sysprefs_location_services_disable,Disable Location Services,"Location Services _MUST_ be disabled. 

The information system _MUST_ be configured to provide only essential capabilities.  Disabling Location Services helps prevent the unauthorized connection of devices, unauthorized transfer of information, and unauthorized tunneling.
",Script,"/usr/bin/defaults read /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd.plist LocationServicesEnabled
",{'boolean': 0},"[source,bash]
----
/usr/bin/defaults write /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd LocationServicesEnabled -bool false; /bin/launchctl kickstart -k system/com.apple.locationd
----
","CM-7
CM-7(1)
SC-7(10)",3.4.6,SRG-OS-000095-GPOS-00049,APPL-12-002004,CCI-000381
CCE-91132-1,sysprefs_location_services_enable,Enable Location Services,"Location Services _MUST_ be enabled.   
",Script,"/usr/bin/defaults read /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd.plist LocationServicesEnabled
",{'boolean': 1},"[source,bash]
----
/usr/bin/defaults write /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd LocationServicesEnabled -bool true; /bin/launchctl kickstart -k system/com.apple.locationd
----
",,,,,
CCE-91133-9,sysprefs_loginwindow_loginwindowtext_enable,Configure Login Window to Show A Custom Message,"The login window _MUST_ be configured to show a custom access warning message. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.loginwindow')\
.objectForKey('LoginwindowText').js
EOS
",{'string': 'Approved message goes here'},"Create a configuration profile containing the following keys in the (com.apple.loginwindow) payload type:

[source,xml]
----
<key>LoginwindowText</key>
<string>Approved message goes here</string>
----

",,,,,
CCE-91065-3,sysprefs_loginwindow_prompt_username_password_enforce,Configure Login Window to Prompt for Username and Password,"The login window _MUST_ be configured to prompt all users for both a username and a password. 

By default, the system displays a list of known users on the login window, which can make it easier for a malicious user to gain access to someone else's account. Requiring users to type in both their username and password mitigates the risk of unauthorized users gaining access to the information system. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.loginwindow')\
.objectForKey('SHOWFULLNAME').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.loginwindow) payload type:

[source,xml]
----
<key>SHOWFULLNAME</key>
<true/>
----

",IA-2,"3.5.1
3.5.2",SRG-OS-000480-GPOS-00229,APPL-12-005052,CCI-000366
CCE-91066-1,sysprefs_media_sharing_disabled,Disable Media Sharing,"Media sharing _MUST_ be disabled.

When Media Sharing is enabled, the computer starts a network listening service that shares the contents of the user's music collection with other users in the same subnet. 

The information system _MUST_ be configured to provide only essential capabilities. Disabling Media Sharing helps prevent the unauthorized connection of devices and the unauthorized transfer of information. Disabling Media Sharing mitigates this risk.

NOTE: The Media Sharing preference panel will still allow ""Home Sharing"" and ""Share media with guests"" to be checked but the service will not be enabled.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.preferences.sharing.SharingPrefsExtension')\
  .objectForKey('homeSharingUIStatus'))
  let pref2 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.preferences.sharing.SharingPrefsExtension')\
  .objectForKey('legacySharingUIStatus'))
  let pref3 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.preferences.sharing.SharingPrefsExtension')\
  .objectForKey('mediaSharingUIStatus'))
  if ( pref1 == 0 && pref2 == 0 && pref3 == 0 ) {
    return(""true"")
  } else {
    return(""false"")
  }
}
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.preferences.sharing.SharingPrefsExtension) payload type:

[source,xml]
----
<key>homeSharingUIStatus</key>
<integer>0</integer>
<key>legacySharingUIStatus</key>
<integer>0</integer>
<key>mediaSharingUIStatus</key>
<integer>0</integer>
----

","AC-3
AC-17","3.1.1
3.1.2",,,
CCE-91067-9,sysprefs_password_hints_disable,Disable Password Hints,"Password hints _MUST_ be disabled.

Password hints leak information about passwords that are currently in use and can lead to loss of confidentiality. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.loginwindow')\
.objectForKey('RetriesUntilHint').js
EOS
",{'integer': 0},"Create a configuration profile containing the following keys in the (com.apple.loginwindow) payload type:

[source,xml]
----
<key>RetriesUntilHint</key>
<integer>0</integer>
----

",IA-6,3.5.11,SRG-OS-000480-GPOS-00227,APPL-12-003012,CCI-000366
CCE-91068-7,sysprefs_personalized_advertising_disable,Disable Personalized Advertising,"Ad tracking and targeted ads _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling ad tracking ensures that applications and advertisers are unable to track users' interests and deliver targeted advertisements.  
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.AdLib')\
.objectForKey('allowApplePersonalizedAdvertising').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.AdLib) payload type:

[source,xml]
----
<key>allowApplePersonalizedAdvertising</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)","3.1.20
3.4.6",,,
CCE-91069-5,sysprefs_power_nap_disable,Disable Power Nap,"Power Nap _MUST_ be disabled.

Power Nap allows your Mac to perform actions while a Mac is asleep. This can interfere with USB power and may cause devices to stop functioning until a reboot and must therefore be disabled on all applicable systems. 

The following Macs support Power Nap:

* MacBook (Early 2015 and later)
* MacBook Air (Late 2010 and later)
* MacBook Pro (all models with Retina display)
* Mac mini (Late 2012 and later)
* iMac (Late 2012 and later)
* Mac Pro (Late 2013 and later)
",Script,"/usr/bin/pmset -g custom | /usr/bin/awk '/powernap/ { sum+=$2 } END {print sum}'
",{'integer': 0},"[source,bash]
----
/usr/bin/pmset -a powernap 0
----
","CM-7
CM-7(1)",3.4.6,,,
CCE-91134-7,sysprefs_printer_sharing_disable,Disable Printer Sharing,"Printer Sharing _MUST_ be disabled. 
",Script,"/usr/sbin/cupsctl | /usr/bin/grep -c ""_share_printers=0""
",{'boolean': 1},"[source,bash]
----
/usr/sbin/cupsctl --no-share-printers
/usr/bin/lpstat -p \| awk '{print $2}'\| /usr/bin/xargs -I{} lpadmin -p {} -o printer-is-shared=false
----
","CM-7
CM-7(1)",,,,
CCE-91070-3,sysprefs_rae_disable,Disable Remote Apple Events,"If the system does not require Remote Apple Events, support for Apple Remote Events is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling Remote Apple Events helps prevent the unauthorized connection of devices, the unauthorized transfer of information, and unauthorized tunneling. 
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.AEServer"" => true'
",{'integer': 1},"[source,bash]
----
/usr/sbin/systemsetup -setremoteappleevents off
/bin/launchctl disable system/com.apple.AEServer
----
NOTE: Systemsetup with -setremoteappleevents flag will fail unless you grant Full Disk Access to systemsetup or it's parent process. Requires UAMDM.
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000096-GPOS-00050,APPL-12-002022,CCI-000382
CCE-91135-4,sysprefs_remote_management_disable,Disable Remote Management,"Remote Management _MUST_ be disabled. 
",Script,"/usr/libexec/mdmclient QuerySecurityInfo | /usr/bin/grep -c ""RemoteDesktopEnabled = 0""
",{'integer': 1},"[source,bash]
----
/System/Library/CoreServices/RemoteManagement/ARDAgent.app/Contents/Resources/kickstart -deactivate -stop
----
","CM-7
CM-7(1)",,,,
