CCE ID v5,CCE Title,USGCB Setting,Technical Mechanism,Configuration Details,Rationale,Impact,800-53 Mapping,National Information Assurance Partnership Operating System Protection Profile,Center for Internet Security,Defense Information Systems Agency Security Security Requirements Guide,Configuration Group
CCE-27220-3,Build and Test AIDE Database,enable aide,via aide,"Run the following command to generate a new database:
$ sudo /usr/sbin/aide --init
By default, the database will be written to the file /var/lib/aide/aide.db.new.gz.
Storing the database, the configuration file /etc/aide.conf, and the binary
/usr/sbin/aide (or hashes of these files), in a secure location (such as on read-only media) provides additional assurance about their integrity.
The newly-generated database can be installed as follows:
$ sudo cp /var/lib/aide/aide.db.new.gz /var/lib/aide/aide.db.gz
To initiate a manual check, run the following command:
$ sudo /usr/sbin/aide --check
If this check produces any unexpected output, investigate.","For AIDE to be effective, an initial database of &#34;known-good&#34; information about files
must be captured and it should be able to be verified against the installed files.",medium,CM-6(a),,,,Verify Integrity with AIDE
CCE-80374-2,Configure Notification of Post-AIDE Scan Details,configure,via cron,"AIDE should notify appropriate personnel of the details of a scan after the scan has been run.
If AIDE has already been configured for periodic execution in /etc/crontab, append the
following line to the existing AIDE line:
 | /bin/mail -s &#34;$(hostname) - AIDE Integrity Check&#34; root@localhost
Otherwise, add the following line to /etc/crontab:
05 4 * * * root /usr/sbin/aide --check | /bin/mail -s &#34;$(hostname) - AIDE Integrity Check&#34; root@localhost
AIDE can be executed periodically through other means; this is merely one example.","Unauthorized changes to the baseline configuration could make the system vulnerable
to various attacks or allow unauthorized access to the operating system. Changes to
operating system configurations can have unintended side effects, some of which may
be relevant to security.

Detecting such changes and providing an automated response can help avoid unintended,
negative consequences that could ultimately affect the security state of the operating
system. The operating system&#39;s Information Management Officer (IMO)/Information System
Security Officer (ISSO) and System Administrators (SAs) must be notified via email and/or
monitoring system trap when there is an unauthorized modification of a configuration item.",medium,"CM-3(5),CM-6(a)",,,SRG-OS-000363-GPOS-00150,Verify Integrity with AIDE
CCE-80375-9,Configure AIDE to Verify Access Control Lists (ACLs),configure,via aide,"By default, the acl option is added to the FIPSR ruleset in AIDE.
If using a custom ruleset or the acl option is missing, add acl
to the appropriate ruleset.
For example, add acl to the following line in /etc/aide.conf:
FIPSR = p+i+n+u+g+s+m+c+acl+selinux+xattrs+sha256
AIDE rules can be configured in multiple ways; this is merely one example that is already
configured by default.","ACLs can provide permissions beyond those permitted through the file mode and must be
verified by the file integrity tools.",low,"CM-6(a),SI-7,SI-7(1)",,,SRG-OS-000480-GPOS-00227,Verify Integrity with AIDE
CCE-80377-5,Configure AIDE to Use FIPS 140-2 for Validating Hashes,FIPSR+sha512,via aide,"By default, the sha512 option is added to the NORMAL ruleset in AIDE.
If using a custom ruleset or the sha512 option is missing, add sha512
to the appropriate ruleset.
For example, add sha512 to the following line in /etc/aide.conf:
NORMAL = FIPSR+sha512
AIDE rules can be configured in multiple ways; this is merely one example that is already
configured by default.","File integrity tools use cryptographic hashes for verifying file contents and directories
have not been altered. These hashes must be FIPS 140-2 approved cryptographic hashes.",medium,"CM-6(a),SI-7,SI-7(1)",,,SRG-OS-000480-GPOS-00227,Verify Integrity with AIDE
CCE-26952-2,Configure Periodic Execution of AIDE,enable cron,via cron,"At a minimum, AIDE should be configured to run a weekly scan.
To implement a daily execution of AIDE at 4:05am using cron, add the following line to /etc/crontab:
05 4 * * * root /usr/sbin/aide --check
To implement a weekly execution of AIDE at 4:05am using cron, add the following line to /etc/crontab:
05 4 * * 0 root /usr/sbin/aide --check
AIDE can be executed periodically through other means; this is merely one example.
The usage of cron&#39;s special time codes, such as  @daily and
@weekly is acceptable.","By default, AIDE does not install itself for periodic execution. Periodically
running AIDE is necessary to reveal unexpected changes in installed files.

Unauthorized changes to the baseline configuration could make the system vulnerable
to various attacks or allow unauthorized access to the operating system. Changes to
operating system configurations can have unintended side effects, some of which may
be relevant to security.

Detecting such changes and providing an automated response can help avoid unintended,
negative consequences that could ultimately affect the security state of the operating
system. The operating system&#39;s Information Management Officer (IMO)/Information System
Security Officer (ISSO) and System Administrators (SAs) must be notified via email and/or
monitoring system trap when there is an unauthorized modification of a configuration item.",medium,"CM-6(a),SI-7,SI-7(1)",,,"SRG-OS-000363-GPOS-00150,SRG-OS-000446-GPOS-00200",Verify Integrity with AIDE
CCE-80376-7,Configure AIDE to Verify Extended Attributes,configure,via aide,"By default, the xattrs option is added to the FIPSR ruleset in AIDE.
If using a custom ruleset or the xattrs option is missing, add xattrs
to the appropriate ruleset.
For example, add xattrs to the following line in /etc/aide.conf:
FIPSR = p+i+n+u+g+s+m+c+acl+selinux+xattrs+sha256
AIDE rules can be configured in multiple ways; this is merely one example that is already
configured by default.","Extended attributes in file systems are used to contain arbitrary data and file metadata
with security implications.",medium,"CM-6(a),SI-7,SI-7(1)",,,SRG-OS-000480-GPOS-00227,Verify Integrity with AIDE
CCE-80545-7,Verify and Correct Ownership with RPM,verify,via rpm,"The RPM package management system can check file ownership
permissions of installed software packages, including many that are
important to system security. After locating a file with incorrect
permissions, which can be found with
rpm -Va | awk &#39;{ if (substr($0,6,1)==&#34;U&#34; || substr($0,7,1)==&#34;G&#34;) print $NF }&#39;
run the following command to determine which package owns it:
$ rpm -qf FILENAME
Next, run the following command to reset its permissions to
the correct values:
$ sudo rpm --setugids PACKAGENAME","Ownership of binaries and configuration files that is incorrect
could allow an unauthorized user to gain privileges that they should
not have. The ownership set by the vendor should be maintained. Any
deviations from this baseline should be investigated.",high,"AU-9(3),CM-6(c),CM-6(d),SI-7,SI-7(1),SI-7(6)",,"1.7.1.4,1.7.1.5,1.7.1.6,6.1.1,6.1.2,6.1.3,6.1.4,6.1.5,6.1.6,6.1.7,6.1.8,6.1.9","SRG-OS-000257-GPOS-00098,SRG-OS-000278-GPOS-00108",Verify Integrity with RPM
CCE-27209-6,Verify and Correct File Permissions with RPM,verify,via rpm,"The RPM package management system can check file access permissions
of installed software packages, including many that are important
to system security.
Verify that the file permissions of system files
and commands match vendor values. Check the file permissions
with the following command:
$ sudo rpm -Va | awk &#39;{ if (substr($0,2,1)==&#34;M&#34;) print $NF }&#39;
Output indicates files that do not match vendor defaults.
After locating a file with incorrect permissions,
run the following command to determine which package owns it:
$ rpm -qf FILENAME

Next, run the following command to reset its permissions to
the correct values:
$ sudo rpm --setperms PACKAGENAME","Permissions on system binaries and configuration files that are too generous
could allow an unauthorized user to gain privileges that they should not have.
The permissions set by the vendor should be maintained. Any deviations from
this baseline should be investigated.",high,"AU-9(3),CM-6(a),CM-6(c),CM-6(d),SI-7,SI-7(1),SI-7(6)",,"1.7.1.4,1.7.1.5,1.7.1.6,6.1.1,6.1.2,6.1.3,6.1.4,6.1.5,6.1.6,6.1.7,6.1.8,6.1.9","SRG-OS-000256-GPOS-00097,SRG-OS-000257-GPOS-00098,SRG-OS-000258-GPOS-00099,SRG-OS-000278-GPOS-00108",Verify Integrity with RPM
CCE-27157-7,Verify File Hashes with RPM,verify,via rpm,"Without cryptographic integrity protections, system
executables and files can be altered by unauthorized users without
detection.
The RPM package management system can check the hashes of
installed software packages, including many that are important to system
security.
To verify that the cryptographic hash of system files and commands matches vendor
values, run the following command to list which files on the system
have hashes that differ from what is expected by the RPM database:
$ rpm -Va --noconfig | grep &#39;^..5&#39;
A &#34;c&#34; in the second column indicates that a file is a configuration file, which
may appropriately be expected to change. If the file was not expected to
change, investigate the cause of the change using audit logs or other means.
The package can then be reinstalled to restore the file.
Run the following command to determine which package owns the file:
$ rpm -qf FILENAME
The package can be reinstalled from a yum repository using the command:
$ sudo yum reinstall PACKAGENAME
Alternatively, the package can be reinstalled from trusted media using the command:
$ sudo rpm -Uvh PACKAGENAME","The hashes of important files like system executables should match the
information given by the RPM database. Executables with erroneous hashes could
be a sign of nefarious activity on the system.",high,"AU-9(3),CM-6(c),CM-6(d),SI-7,SI-7(1),SI-7(6)",,1.2.6,SRG-OS-000480-GPOS-00227,Verify Integrity with RPM
CCE-80358-5,Install the dracut-fips Package,install,via yum,"To enable FIPS, the system requires that the dracut-fips
package be installed.
The dracut-fips package can be installed with the following command:

$ sudo yum install dracut-fips","Use of weak or untested encryption algorithms undermines the purposes of utilizing encryption to
protect data. The operating system must implement cryptographic modules adhering to the higher
standards approved by the federal government since this provides assurance they have been tested
and validated.",medium,"CM-6(a),IA-7,SC-12,SC-12(2),SC-12(3),SC-13",,,"SRG-OS-000033-GPOS-00014,SRG-OS-000396-GPOS-00176,SRG-OS-000478-GPOS-00223",Federal Information Processing Standard (FIPS)
CCE-80359-3,Enable FIPS Mode in GRUB2,True,via grub,"To ensure FIPS mode is enabled, install package dracut-fips, and rebuild initramfs by running the following commands:

$ sudo yum install dracut-fips
dracut -f
After the dracut command has been run, add the argument fips=1 to the default
GRUB 2 command line for the Linux operating system in
/etc/default/grub, in the manner below:
GRUB_CMDLINE_LINUX=&#34;crashkernel=auto rd.lvm.lv=VolGroup/LogVol06 rd.lvm.lv=VolGroup/lv_swap rhgb quiet rd.shell=0 fips=1&#34;
Finally, rebuild the grub.cfg file by using the
grub2-mkconfig -o command as follows:
On BIOS-based machines, issue the following command as root:
~]# grub2-mkconfig -o /boot/grub2/grub.cfgOn UEFI-based machines, issue the following command as root:
~]# grub2-mkconfig -o /boot/efi/EFI/redhat/grub.cfg","Use of weak or untested encryption algorithms undermines the purposes of utilizing encryption to
protect data. The operating system must implement cryptographic modules adhering to the higher
standards approved by the federal government since this provides assurance they have been tested
and validated.",high,"CM-6(a),IA-7,SC-12,SC-12(2),SC-12(3),SC-13",,,"SRG-OS-000033-GPOS-00014,SRG-OS-000185-GPOS-00079,SRG-OS-000396-GPOS-00176,SRG-OS-000405-GPOS-00184,SRG-OS-000478-GPOS-00223",Federal Information Processing Standard (FIPS)
CCE-80657-0,The Installed Operating System Is FIPS 140-2 Certified,verify,via NIST FIPS validation URL,"To enable processing of sensitive information the operating system must
provide certified cryptographic modules compliant with FIPS 140-2
standard.

Red Hat Enterprise Linux is supported by Red Hat, Inc. As the Red Hat Enterprise
Linux vendor, Red Hat, Inc. is responsible for maintaining government certifications and standards.","The Federal Information Processing Standard (FIPS) Publication 140-2, (FIPS
PUB 140-2) is a computer security standard. The standard specifies security
requirements for cryptographic modules used to protect sensitive
unclassified information.  Refer to the full FIPS 140-2 standard at

    http://csrc.nist.gov/publications/fips/fips140-2/fips1402.pdf
for further details on the requirements.
FIPS 140-2 validation is required by U.S. law when information systems use
cryptography to protect sensitive government information. In order to
achieve FIPS 140-2 certification, cryptographic modules are subject to
extensive testing by independent laboratories, accredited by National
Institute of Standards and Technology (NIST).",high,"CM-6(a),IA-7,SC-12,SC-12(2),SC-12(3),SC-13",,,,Operating System Vendor Support and Certification
CCE-26818-5,Install Intrusion Detection Software,install,via SELinux,"The base Red Hat Enterprise Linux 7 platform already includes a sophisticated auditing system that
can detect intruder activity, as well as SELinux, which provides host-based
intrusion prevention capabilities by confining privileged programs and user
sessions which may become compromised.","Host-based intrusion detection tools provide a system-level defense when an
intruder gains access to a system or network.",high,CM-6(a),,,,Endpoint Protection Software
CCE-27140-3,Install Virus Scanning Software,install,via rpm,"Virus scanning software can be used to protect a system from penetration from
computer viruses and to limit their spread through intermediate systems.

The virus scanning software should be configured to perform scans dynamically
on accessed files. If this capability is not available, the system must be
configured to scan, at a minimum, all altered files on the system on a daily
basis.

If the system processes inbound SMTP mail, the virus scanner must be configured
to scan all received mail.","Virus scanning software can be used to detect if a system has been compromised by
computer viruses, as well as to limit their spread to other systems.",high,CM-6(a),,,SRG-OS-000480-GPOS-00227,Endpoint Protection Software
CCE-80128-2,Enable nails Service,enable,via systemctl,"The nails service is used to run McAfee VirusScan Enterprise
for Linux and McAfee Host-based Security System (HBSS) services.

The nails service can be enabled with the following command:
$ sudo systemctl enable nails.service","Virus scanning software can be used to detect if a system has been compromised by
computer viruses, as well as to limit their spread to other systems.",medium,"CM-6(a),SC-28,SI-3(a)",,,SRG-OS-000480-GPOS-00227,McAfee Endpoint Security Software
CCE-80129-0,Virus Scanning Software Definitions Are Updated,verify,via ls,Ensure virus definition files are no older than 7 days or their last release.,"Virus scanning software can be used to detect if a system has been compromised by
computer viruses, as well as to limit their spread to other systems.",medium,"CM-6(a),SC-28,SI-3(2),SI-3(a),SI-3(b)",,,SRG-OS-000480-GPOS-00227,McAfee Endpoint Security Software
CCE-80127-4,Install McAfee Virus Scanning Software,install,via rpm,"Install McAfee VirusScan Enterprise for Linux antivirus software
which is provided for DoD systems and uses signatures to search for the
presence of viruses on the filesystem.","Virus scanning software can be used to detect if a system has been compromised by
computer viruses, as well as to limit their spread to other systems.",high,"CM-6(a),SC-28,SI-3(a)",,,SRG-OS-000480-GPOS-00227,McAfee Endpoint Security Software
CCE-80367-6,Install the McAfee Runtime Libraries and Linux Agent,install,via rpm,Install the McAfee Runtime Libraries (MFErt) and Linux Agent (MFEcma).,"The McAfee Runtime Libraries (MFErt) and Linux Agent (MFEcma) are dependencies
for VirusScan Enterprise for Linux (VSEL) and Host-based Security System (HBSS)
to run.",medium,,,,,McAfee Endpoint Security Software
CCE-80126-6,Install the Asset Configuration Compliance Module (ACCM),install,via rpm,Install the Asset Configuration Compliance Module (ACCM).,"Without a host-based intrusion detection tool, there is no system-level defense
when an intruder gains access to a system or network. Additionally, a host-based
intrusion prevention tool can provide methods to immediately lock out detected
intrusion attempts.",medium,CM-6(a),,,,McAfee Host-Based Intrusion Detection Software (HBSS)
CCE-80368-4,Install the Host Intrusion Prevention System (HIPS) Module,install,via rpm,"Install the McAfee Host Intrusion Prevention System (HIPS) Module if it is absolutely
necessary. If SELinux is enabled, do not install or enable this module.","Without a host-based intrusion detection tool, there is no system-level defense
when an intruder gains access to a system or network. Additionally, a host-based
intrusion prevention tool can provide methods to immediately lock out detected
intrusion attempts.",medium,CM-6(a),,,,McAfee Host-Based Intrusion Detection Software (HBSS)
CCE-80369-2,Install the Policy Auditor (PA) Module,install,via rpm,Install the Policy Auditor (PA) Module.,"Without a host-based intrusion detection tool, there is no system-level defense
when an intruder gains access to a system or network. Additionally, a host-based
intrusion prevention tool can provide methods to immediately lock out detected
intrusion attempts.",medium,CM-6(a),,,,McAfee Host-Based Intrusion Detection Software (HBSS)
CCE-82882-2,Install rear Package,install,via yum,"The rear package can be installed with the following command:

$ sudo yum install rear","rear contains the Relax-and-Recover (ReaR) utility. ReaR produces a bootable
image of a system and restores from backup using this image.",medium,,,,,System Tooling / Utilities
CCE-82980-4,Install libcap-ng-utils Package,install,via yum,"The libcap-ng-utils package can be installed with the following command:

$ sudo yum install libcap-ng-utils","libcap-ng-utils contains applications to analyze the posix
posix capabilities of all the programs running on a system.
libcap-ng-utils also lets system operators set the file
system based capabilities.",medium,,,,SRG-OS-000445-GPOS-00199,System Tooling / Utilities
CCE-82966-3,Install tar Package,install,via yum,"The tar package can be installed with the following command:

$ sudo yum install tar","The GNU tar program saves many files together into one archive and
can restore individual files (or all of the files) from the archive. tar
includes multivolume support, automatic archive compression/decompression, the
the ability to perform incremental and full backups. If ",medium,,,,,System Tooling / Utilities
CCE-82219-7,Install openscap-scanner Package,install,via yum,"The openscap-scanner package can be installed with the following command:

$ sudo yum install openscap-scanner","openscap-scanner contains the oscap command line tool. This tool is a
configuration and vulnerability scanner, capable of performing compliance checking using
SCAP content.",medium,,,,"SRG-OS-000191-GPOS-00080,SRG-OS-000480-GPOS-00227",System Tooling / Utilities
CCE-82996-0,Install cryptsetup-luks Package,install,via yum,"The cryptsetup-luks package can be installed with the following command:

$ sudo yum install cryptsetup-luks","LUKS is the upcoming standard for Linux hard disk encryption. By providing a standard
on-disk format, it does not only facilitate compatibility among distributions, but also
provide secure management of multiple user passwords. In contrast to existing solution,
LUKS stores all necessary setup information in the partition header, enabling the user
to transport or migrate their data seamlessly. LUKS for dm-crypt is implemented in
cryptsetup. cryptsetup-luks is intended as a complete replacement for the
original cryptsetup. It provides all the functionality of the original
version plus all LUKS features, that are accessible by luks* action.",medium,,,,,System Tooling / Utilities
CCE-82957-2,Install vim Package,install,via yum,"The vim package can be installed with the following command:

$ sudo yum install vim",Vim (Vi IMproved) is an almost compatible version of the UNIX editor vi. ,low,,,,,System Tooling / Utilities
CCE-82951-5,Install scap-security-guide Package,install,via yum,"The scap-security-guide package can be installed with the following command:

$ sudo yum install scap-security-guide","The scap-security-guide package provides a guide for configuration of the system
from the final system&#39;s security point of view. The guidance is specified in the Security
Content Automation Protocol (SCAP) format and constitutes a catalog of practical hardening
advice, linked to government requirements where applicable. The SCAP Security Guide project
bridges the gap between generalized policy requirements and specific implementation guidelines.
A system administrator can use the oscap CLI tool from the openscap-scanner
package, or the SCAP Workbench GUI tool from the scap-workbench package, to verify
that the system conforms to provided guidelines. Refer to the scap-security-guide(8) manual
page for futher information.",medium,,,,SRG-OS-000480-GPOS-00227,System Tooling / Utilities
CCE-82638-8,Install subscription-manager Package,install,via yum,"The subscription-manager package can be installed with the following command:

$ sudo yum install subscription-manager","Red Hat Subscription Manager is a local service which tracks installed products
and subscriptions on a local system to help manage subscription assignments.
It communicates with the backend subscription service (the Customer Portal
or an on-premise server such as Subscription Asset Manager) and works with
content management tools such as yum.",medium,,"FPT_TUD_EXT.1,FPT_TUD_EXT.2",,SRG-OS-000366-GPOS-00153,System Tooling / Utilities
CCE-82990-3,Install binutils Package,install,via yum,"The binutils package can be installed with the following command:

$ sudo yum install binutils","binutils is a collection of binary utilities required for
foundational system operator activities, such as ld,
nm, objcopy and readelf.",medium,,,,,System Tooling / Utilities
CCE-82969-7,Install rng-tools Package,install,via yum,"The rng-tools package can be installed with the following command:

$ sudo yum install rng-tools","rng-tools provides hardware random number generator tools,
such as those used in the formation of x509/PKI certificates.",medium,,,,SRG-OS-000480-GPOS-00227,System Tooling / Utilities
CCE-82940-8,Uninstall geolite2-city Package,remove,via yum,"The geolite2-city package can be removed with the following command:

$ sudo yum erase geolite2-city","geolite2-city is part of the GeoLite2 database packages, offering geolocation databases and tooling.",low,,,,,System Tooling / Utilities
CCE-82927-5,Uninstall abrt-addon-kerneloops Package,remove,via yum,"The abrt-addon-kerneloops package can be removed with the following command:

$ sudo yum erase abrt-addon-kerneloops","abrt-addon-kerneloops contains plugins for collecting kernel crash information and
reporter plugin which sends this information to a specified server, usually to kerneloops.org.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82911-9,Uninstall abrt-plugin-sosreport Package,remove,via yum,"The abrt-plugin-sosreport package can be removed with the following command:

$ sudo yum erase abrt-plugin-sosreport",abrt-plugin-sosreport provides a plugin to include an sosreport in an ABRT report.,low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82908-5,Uninstall abrt-cli Package,remove,via yum,"The abrt-cli package can be removed with the following command:

$ sudo yum erase abrt-cli","abrt-cli contains a command line client for controlling abrt daemon
over sockets.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82920-0,Uninstall abrt-addon-ccpp Package,remove,via yum,"The abrt-addon-ccpp package can be removed with the following command:

$ sudo yum erase abrt-addon-ccpp","abrt-addon-ccpp contains hooks for C/C++ crashed programs and abrt&#39;s
C/C++ analyzer plugin.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82917-6,Uninstall abrt-plugin-rhtsupport Package,remove,via yum,"The abrt-plugin-rhtsupport package can be removed with the following command:

$ sudo yum erase abrt-plugin-rhtsupport","abrt-plugin-rhtsupport is a ABRT plugin to report bugs into the
Red Hat Support system.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82937-4,Uninstall geolite2-country Package,remove,via yum,"The geolite2-country package can be removed with the following command:

$ sudo yum erase geolite2-country","geolite2-country is part of the GeoLite2 database packages, offering geolocation databases and tooling.",low,,,,,System Tooling / Utilities
CCE-82930-9,Uninstall krb5-workstation Package,remove,via yum,"The krb5-workstation package can be removed with the following command:

$ sudo yum erase krb5-workstation","Kerberos is a network authentication system. The krb5-workstation package contains the basic
Kerberos programs (kinit, klist, kdestroy, kpasswd).

Currently, Kerberos does not utilize FIPS 140-2 cryptography and is not permitted on Government networks,
nor is it permitted in many regulatory environments such as HIPAA.",medium,,,,"SRG-OS-000095-GPOS-00049,SRG-OS-000120-GPOS-00061",System Tooling / Utilities
CCE-82905-1,Uninstall tuned Package,remove,via yum,"The tuned package can be removed with the following command:

$ sudo yum erase tuned","tuned contains a daemon that tunes the system settings dynamically.
It does so by monitoring the usage of several system components periodically. Based
on that information, components will then be put into lower or higher power savings
modes to adapt to the current usage.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82944-0,Uninstall gssproxy Package,remove,via yum,"The gssproxy package can be removed with the following command:

$ sudo yum erase gssproxy",gssproxy is a proxy for GSS API credential handling.,low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82924-2,Uninstall abrt-addon-python Package,remove,via yum,"The abrt-addon-python package can be removed with the following command:

$ sudo yum erase abrt-addon-python","abrt-addon-python contains python hook and python analyzer
plugin for handling uncaught exceptions in python programs.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82947-3,Uninstall iprutils Package,remove,via yum,"The iprutils package can be removed with the following command:

$ sudo yum erase iprutils","iprutils provides a suite of utlilities to manage and configure SCSI devices
supported by the ipr SCSI storage device driver.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82914-3,Uninstall abrt-plugin-logger Package,remove,via yum,"The abrt-plugin-logger package can be removed with the following command:

$ sudo yum erase abrt-plugin-logger","abrt-plugin-logger is an ABRT plugin which writes a report
to a specified file.",low,,,,SRG-OS-000095-GPOS-00049,System Tooling / Utilities
CCE-82348-4,Remove the GDM Package Group,remove,via yum,"By removing the gdm package, the system no longer has GNOME installed
installed. If X Windows is not installed then the system cannot boot into graphical user mode.
This prevents the system from being accidentally or maliciously booted into a graphical.target
mode. To do so, run the following command:
$ sudo yum remove gdm","Unnecessary service packages must not be installed to decrease the attack surface of the system.
A graphical environment is unnecessary for certain types of systems including a virtualization
hypervisor.",medium,"CM-6(a),CM-7(a),CM-7(b)",,,SRG-OS-000480-GPOS-00227,GNOME Desktop Environment
CCE-81004-4,Make sure that the dconf databases are up-to-date with regards to respective keyfiles,update,via dconf,"By default, DConf uses a binary database as a data backend.
The system-level database is compiled from keyfiles in the /etc/dconf/db/ directory by the dconf update command.","Unlike text-based keyfiles, the binary database is impossible to check by OVAL.
Therefore, in order to evaluate dconf configuration, both have to be true at the same time -
configuration files have to be compliant, and the database needs to be more recent than those keyfiles,
which gives confidence that it reflects them.",high,,,,SRG-OS-000480-GPOS-00227,GNOME Desktop Environment
CCE-27446-4,Configure GNOME3 DConf User Profile,configure,via /etc/dconf/profile/user,"By default, DConf provides a standard user profile. This profile contains a list
of DConf configuration databases. The user profile and database always take the
highest priority. As such the DConf User profile should always exist and be
configured correctly.

To make sure that the user profile is configured correctly, the /etc/dconf/profile/user
should be set as follows:
user-db:user
system-db:local
system-db:site
system-db:distro
","Failure to have a functional DConf profile prevents GNOME3 configuration settings
from being enforced for all users and allows various security risks.",high,,,,,GNOME Desktop Environment
CCE-80108-4,Enable the GNOME3 Login Smartcard Authentication,True,via dconf db config files,"In the default graphical environment, smart card authentication
can be enabled on the login screen by setting enable-smartcard-authentication
to true.

To enable, add or edit enable-smartcard-authentication to
/etc/dconf/db/gdm.d/00-security-settings. For example:
[org/gnome/login-screen]
enable-smartcard-authentication=true
Once the setting has been added, add a lock to
/etc/dconf/db/gdm.d/locks/00-security-settings-lock to prevent user modification.
For example:
/org/gnome/login-screen/enable-smartcard-authentication
After the settings have been set, run dconf update.","Smart card login provides two-factor authentication stronger than
that provided by a username and password combination. Smart cards leverage PKI
(public key infrastructure) in order to provide and verify credentials.",medium,"IA-2(11),IA-2(3),IA-2(4),IA-2(8),IA-2(9)",,,"SRG-OS-000375-GPOS-00160,SRG-OS-000375-GPOS-00161,SRG-OS-000377-GPOS-00162",Configure GNOME Login Screen
CCE-80109-2,Set the GNOME3 Login Number of Failures,3,via dconf db config files,"In the default graphical environment, the GNOME3 login
screen and be configured to restart the authentication process after
a configured number of attempts. This can be configured by setting
allowed-failures to 3 or less.

To enable, add or edit allowed-failures to
/etc/dconf/db/gdm.d/00-security-settings. For example:
[org/gnome/login-screen]
allowed-failures=3
Once the setting has been added, add a lock to
/etc/dconf/db/gdm.d/locks/00-security-settings-lock to prevent user modification.
For example:
/org/gnome/login-screen/allowed-failures
After the settings have been set, run dconf update.","Setting the password retry prompts that are permitted on a per-session basis to a low value
requires some software, such as SSH, to re-connect. This can slow down and
draw additional attention to some types of password-guessing attacks.",medium,,FMT_MOF_EXT.1,,,Configure GNOME Login Screen
CCE-80107-6,Disable the GNOME3 Login Restart and Shutdown Buttons,True,via dconf db config files,"In the default graphical environment, users logging directly into the
system are greeted with a login screen that allows any user, known or
unknown, the ability the ability to shutdown or restart the system. This
functionality should be disabled by setting
disable-restart-buttons to true.

To disable, add or edit disable-restart-buttons to
/etc/dconf/db/gdm.d/00-security-settings. For example:
[org/gnome/login-screen]
disable-restart-buttons=true
Once the setting has been added, add a lock to
/etc/dconf/db/gdm.d/locks/00-security-settings-lock to prevent
user modification. For example:
/org/gnome/login-screen/disable-restart-buttons
After the settings have been set, run dconf update.","A user who is at the console can reboot the system at the login screen. If restart or shutdown buttons
are pressed at the login screen, this can create the risk of short-term loss of availability of systems
due to reboot.",high,"AC-6(1),CM-6(a),CM-7(b)",,,SRG-OS-000480-GPOS-00227,Configure GNOME Login Screen
CCE-80105-0,Disable GDM Guest Login,0,via /etc/gdm/custom.conf,"The GNOME Display Manager (GDM) can allow users to login without credentials
which can be useful for public kiosk scenarios. Allowing users to login without credentials
or &#34;guest&#34; account access has inherent security risks and should be disabled. To do disable
timed logins or guest account access, set the TimedLoginEnable to false in
the [daemon] section in /etc/gdm/custom.conf. For example:
[daemon]
TimedLoginEnable=false","Failure to restrict system access to authenticated users negatively impacts operating
system security.",high,"CM-6(a),CM-7(a),CM-7(b),IA-2",FIA_UAU.1,,SRG-OS-000480-GPOS-00229,Configure GNOME Login Screen
CCE-80106-8,Disable the GNOME3 Login User List,True,via dconf db config files,"In the default graphical environment, users logging directly into the
system are greeted with a login screen that displays all known users.
This functionality should be disabled by setting disable-user-list
to true.

To disable, add or edit disable-user-list to
/etc/dconf/db/gdm.d/00-security-settings. For example:
[org/gnome/login-screen]
disable-user-list=true
Once the setting has been added, add a lock to
/etc/dconf/db/gdm.d/locks/00-security-settings-lock to prevent
user modification. For example:
/org/gnome/login-screen/disable-user-list
After the settings have been set, run dconf update.","Leaving the user list enabled is a security risk since it allows anyone
with physical access to the system to quickly enumerate known user accounts
without logging in.",medium,"AC-23,CM-6(a)",,,,Configure GNOME Login Screen
CCE-80104-3,Disable GDM Automatic Login,0,via /etc/gdm/custom.conf,"The GNOME Display Manager (GDM) can allow users to automatically login without
user interaction or credentials. User should always be required to authenticate themselves
to the system that they are authorized to use. To disable user ability to automatically
login to the system, set the AutomaticLoginEnable to false in the
[daemon] section in /etc/gdm/custom.conf. For example:
[daemon]
AutomaticLoginEnable=false","Failure to restrict system access to authenticated users negatively impacts operating
system security.",high,"AC-6(1),CM-6(a),CM-7(b)",FIA_UAU.1,,SRG-OS-000480-GPOS-00229,Configure GNOME Login Screen
