Unnamed: 0,Last modified: 2009-05-15,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CCE-3069-2,The startup type of the Print Services for Unix service should be correct.  ,(1) disabled/manual/automatic,"(1) defined by the Services Administrative Tool 
(2) definied by Group Policy  ",,CCE-115,,Print Services for UNIX,
CCE-3898-4,The correct service permissions for the Printer service should be assigned.  ,"(1) set of accounts 
(2) list of permissions","(1) set via Security Templates 
(2) definied by Group Policy  ",,CCE-109,,Printer Permissions,
CCE-3418-1,The correct service permissions for the Task Scheduler service should be assigned.  ,"(1) set of accounts 
(2) list of permissions","(1) set via Security Templates 
(2) definied by Group Policy  ",,CCE-407,?,"""Schedule"" service is run as the system account.",
CCE-3938-8,"The ""Additional restrictions for anonymous connections"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-310,Additional Restrictions for Anonymous Connections: “No Access Without Explicit Anonymous Permissions”,,
CCE-3837-2,The behavior surrounding Anonymous users' abiliity to display lists of SAM accounts and shares should be correct.  ,(1) restricted/unrestricted,"(1)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\RestrictAnonymous 
(2) defined by Local or Group Policy  ",,CCE-195,?,Restrict Anonymous value,
CCE-3982-6,"The ""Anonymous access to the security event log"" policy should be set correctly.  ","(1) exist/not exist  
(2) enabled/disabled",(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Security  ,,CCE-653,?,Anonymous access to the event logs is not restricted.,
CCE-4004-8,"The ""Anonymous access to the registry"" policy should be set correctly.  ",(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\SecurePipeServers\Winreg  ,,CCE-464,,Anonymous access to the Registry is not restricted.,
CCE-3766-3,Use of the built-in Guest account should be enabled or disabled as appropriate.,(1) enabled/disabled,(1) Local Users and Groups MMC  ,,CCE-332,?,Guest Account Disabled,
CCE-3669-9,"The ""Message title for users attempting to log on"" policy should be set correctly.  ",(1) text caption,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\LegalNoticeCaption 
(2) defined by Local or Group Policy  ",,CCE-23,Message Title for Users Attempting to Log On: “Warning:” or custom title.,Legal notice is not configured to display before console logon.,
CCE-4012-1,"The ""Message text for users attempting to log on"" policy should be set correctly.  ",(1) text statement,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\LegalNoticeText 
(2) defined by Local or Group Policy  ",,CCE-829,Message Text for Users Attempting to Log On: Custom Message or “This ,?,
CCE-3893-5,Administrative Shares should be enabled or disabled as appropriate.,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\LanmanServer\Parameters\AutoShareWks  ,,CCE-512,Remove administrative shares on workstation (Professional): HKLM\System\CurrentControlSet\Services\LanmanServer\Parameters\AutoShareWks (REG_DWORD) 0,?,
CCE-4039-4,Automatic Execution of the System Debugger should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AEDebug\Auto  ,,CCE-243,Disable Automatic Execution of the System Debugger: HKLM\ Software\Microsoft\Windows NT\CurrentVersion\AEDebug\Auto (REG_DWORD) 0,CIS: Automatic Execution of the System Debugger value,
CCE-3559-2,Automatic Logon should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\AutoAdminLogon  ,,CCE-283,Disable Automatic Logon: HKLM\ Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AutoAdminLogon(REG_DWORD) 0,Admin Autologon Value,
CCE-4061-8,Automatic Reboot After System Crash should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\CrashControl\AutoReboot  ,,CCE-137,Disable automatic reboots after a Blue Screen of Death: HKLM\System\CurrentControlSet\Control\CrashControl\AutoReboot (REG_DWORD) 0,CIS: Disable Reboot After Crash value,
CCE-3726-7,Autoplay on all Drive Types should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun  ,,CCE-44,"Disable autoplay from any disk type, regardless of application: HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun (REG_DWORD) 255",Autoplay value,
CCE-3871-1,Autoplay for Current User should be properly configured.  ,(1) enabled/disabled,(1) HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun  ,,CCE-36,Disable autoplay for current user: HKCU\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun (REG_DWORD) 255,?,
CCE-3528-7,Autoplay for Default User should be properly configured.  ,(1) enabled/disabled,(1) HKEY_USER\.DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun  ,,CCE-820,Disable autoplay for new users by default: HKU\.DEFAULT\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun (REG_DWORD) Not Defined,CIS: Disable Media Autoplay (HKU-.Default hive) ,
CCE-3555-0,CD-ROM Autorun should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\CDrom\Autorun  ,,CCE-344,Disable CD Autorun: HKLM\System\CurrentControlSet\Services\CDrom\Autorun (REG_DWORD) 0,?,
CCE-3682-2,Computer Browser ResetBrowser Frames should be properly configured.  ,(1) enabled/ignored,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\MrxSmb\Parameters\RefuseReset  ,,CCE-282,Protect against Computer Browser Spoofing Attacks: HKLM\System\CurrentControlSet\Services\MrxSmb\Parameters\RefuseReset (REG_DWORD) 1,Computer Browser Spoofing Attacks,
CCE-3704-4,ICMP Redirects should be properly configured.  ,(1) enabled/ignored,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\ServicesTcpip\Parameters\EnableICMPRedirect  ,,CCE-150,Ensure ICMP Routing via shortest path first: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\EnableICMPRedirect (REG_DWORD) 0,Disable ICMP Redirect,
CCE-3915-6,IP Source Routing should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\DisableIPSourceRouting  ,,CCE-564,Protect against source-routing spoofing: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\DisableIPSourceRouting (REG_DWORD) 2,Disable IP Source Routing,
CCE-4065-9,IRDP should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\PerformRouterDiscovery  ,,CCE-952,Ensure Router Discovery is Disabled: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\PerformRouterDiscovery (REG_DWORD) 0,Disable Router Discovery,
CCE-3942-0,Kerberos and RSVP Traffic Protected by IPSec should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\IPSEC\NoDefaultExempt  ,,CCE-501,Enable IPSec to protect Kerberos RSVP Traffic: HKLM\System\CurrentControlSet\Services\IPSEC\NoDefaultExempt (REG_DWORD) 1,CIS: Enable IPSec security for Kerberos RSVP Traffic value,
CCE-3981-8,Dr. Watson Crash Dumps should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\DrWatson\CreateCrashDump  ,,CCE-536,Suppress Dr. Watson Crash Dumps: HKLM\Software\Microsoft\DrWatson\CreateCrashDump (REG_DWORD) 0,CIS: Allow Dr. Watson Crash Dumps value,
CCE-3646-7,Display Last User Name in Logon Screen should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\DontDisplayLastUserName  ,,CCE-65,Don’t display username of last successful logon at the logon screen: HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\DontDisplayLastUserName (REG_SZ) Not Defined; 3.2.1.15 Do Not Display Last User Name in Logon Screen: Enabled,?,
CCE-3920-6,File System Checker and Popups should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SFCDisable  ,,CCE-544,Enable the File System Checker and Disable Popups: HKLM\ Software\Microsoft\Windows NT\CurrentVersion\Winlogon\SFCDisable (REG_DWORD) Not Defined,,
CCE-3095-7,System File Checker should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SFCScan  ,,CCE-580,"Enable the System File Checker to verify all operating system files at boot time: HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\SFCScan (REG_DWORD) Not DefinedNote: Due to the processor-intensive nature of the System File Checker, it is no longer required on startup.",,
CCE-3972-7,System File Checker Progress Meter should be properly configured.  ,(1) visible/invisible,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\SFCShowProgress  ,,CCE-236,Do not show the System File Checker progress meter: HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\SFCShowProgress (REG_DWORD) Not Defined,,
CCE-3620-2,System availability to Master Browser should be properly configured.  ,(1) available/hidden,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Lanmanserver\Parameters\Hidden  ,,CCE-139,3.2.2.24 Do not announce this computer to domain master browsers: HKLM\System\CurrentControlSet\Services\Lanmanserver\Parameters\Hidden (REG_DWORD) 1,CIS: Hide computer Name from other domain controllers value,
CCE-3884-4,TCP/IP Dead Gateway Detection should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\EnableDeadGWDetect  ,,CCE-897,Protect the Default Gateway network setting: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\EnableDeadGWDetect (REG_DWORD) 0,Disable Dead Gateway Detection,
CCE-3600-4,The TCP/IP KeepAlive Time should be set correctly .  ,(1) number of milliseconds,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\KeepAliveTime  ,,CCE-188,Manage Keep-alive times: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\KeepAliveTime(REG_DWORD) 300000,TCP Connection Keep-Alive Time,
CCE-3878-6,The permitted number of TCP/IP Maximum Half-open Sockets should be set correctly .  ,(1) number of sockets,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\TcpMaxHalfOpen  ,,CCE-333,SYN Attack protection – Manage TCP Maximum half-open sockets: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\TcpMaxHalfOpen (REG_DWORD) 100,Half-open TCP Sockets,
CCE-4027-9,The permitted number of TCP/IP Maximum Retried Half-open Sockets should be set correctly .  ,(1) number of sockets,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\TcpMaxHalfOpenRetried  ,,CCE-751,SYN Attack protection – Manage TCP Maximum half-open retired sockets: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\TcpMaxHalfOpenRetired (REG_DWORD) 80,Half-open retired TCP Sockets,
CCE-3922-2,TCP/IP NetBIOS Name Release on Request Prevented should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Netbt\Parameters\NoNameReleaseOnDemand  ,,CCE-817,Protect Against Malicious Name-Release Attacks: HKLM\System\CurrentControlSet\Services\Netbt\Parameters\NoNameReleaseOnDemand (REG_DWORD) 1,Name-Release Attacks,
CCE-3939-6,TCP/IP PMTU Discovery should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\EnablePMTUDiscovery  ,,CCE-998,Help protect against packet fragmentation: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\EnablePMTUDiscovery (REG_DWORD) 0,?,
CCE-4085-7,TCP/IP SYN Flood Attack Protection should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\SynAttackProtect  ,,CCE-284,Protect against SYN Flood attacks: HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\SynAttackProtect (REG_DWORD) 2,SYN Attack Protection,
CCE-3948-7,Protect Kernel object attributes should be properly configured.  ,(1) security level,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager\EnhancedSecurityLevel  ,,CCE-112,,Protect Kernel object attributes,
CCE-3966-9,Security Audit log warning level should be properly configured.  ,(1) warning level,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Eventlog\Security\WarningLevel  ,,CCE-125,,Audit Log Warning Level,
CCE-4010-5,Disable saving of dial-up passwords should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Rasman\Parameters\DisableSavePassword  ,,CCE-156,,Disable saving of dial up password,
CCE-3900-8,"The ""Secure Channel: Digitally Encrypt Secure Channel Data (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SealSecureChannel 
(2) defined by Local or Group Policy  ",,CCE-601,,Encrypt Secure Channel Traffic Value,
CCE-4063-4,"The ""Secure Channel: Digitally Sign Secure Channel Data (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SignSecureChannel 
(2) defined by Local or Group Policy  ",,CCE-614,,Sign Secure Channel Traffic Value,
CCE-4005-5,"The ""Allow Server Operators to Schedule Tasks"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-257,Allow Server Operators to Schedule Tasks: Not Applicable,?,
CCE-3899-2,The built-in Administrator account should be correctly named.  ,(1) valid names,(1) defined by Local or Group Policy  ,,CCE-438,Rename Administrator Account: Any value other than ‘Administrator’,Administrator Account Renamed,
CCE-4045-1,The built-in Guest account should be correctly named.  ,(1) valid names,(1) defined by Local or Group Policy  ,,CCE-834,Rename Guest Account: Any value other than ‘Guest’,Guest Account Renamed,
CCE-3921-4,The amount of idle time required before disconnecting a session should be set correctly.  ,(1) number of minutes,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\AutoDisconnect 
(2) defined by Local or Group Policy  ",,CCE-222,Amount of Idle Time Required Before Disconnecting Session: 30 Minutes (minimum),Amount of idle time before disconnecting value (<= 15),
CCE-4049-3,"The ""Audit the access of global system objects"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\AuditBaseObjects 
(2) defined by Local or Group Policy  ",,CCE-2,Audit the access of global system objects: Not Defined,?,
CCE-3476-9,"The ""Audit the use of backup and restore privilege"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\FullPrivilegeAuditing 
(2) defined by Local or Group Policy  ",,CCE-905,Audit the use of backup and restore privilege: Not Defined,?,
CCE-3886-9,"The ""Disable CTRL+ALT+Delete Requirement for Logon"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\DisableCAD 
(2) defined by Local or Group Policy  ",,CCE-133,Disable CTRL+ALT+Delete Requirement for Logon: Disabled,Ctrl+Alt+Del security attention sequence is Disabled.,
CCE-4014-7,"The ""LAN Manager Authentication Level"" policy should be set correctly.  ",(1) authentication level,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\LMCompatibilityLevel 
(2) defined by Local or Group Policy  ",,CCE-719,LAN Manager Authentication Level: “Send NTLMv2 response only” (minimum),LMCompatibility Value,
CCE-3908-1,"The ""Send LanMan compatible password"" setting should be configured correctly.  ",,(1)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\LMCompatibilityLevel  Paramenters:(1) level,,CCE-275,,"The Send download LanMan compatible password option is not set to ""Send LM and NTLM - Use NTLMv2 if Negotiated.""",
CCE-3675-6,"The ""Prevent Users from Installing Printer Drivers"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Print\Providers\LanMan Print Services\Servers\AddPrinterDrivers 
(2) defined by Local or Group Policy  ",,CCE-402,Prevent Users from Installing Printer Drivers: Enabled,Print Driver Installation value,
CCE-4067-5,"The ""Recovery Console: Allow Automatic Administrative Logon"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Setup\RecoveryConsole\SecurityLevel 
(2) defined by Local or Group Policy  ",,CCE-410,Recovery Console: Allow Automatic Administrative Logon: Disabled,Recovery Console Autologon value,
CCE-3463-7,"The ""Recovery Console: Allow Floppy Copy and Access to All Drives and All Folders"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Setup\RecoveryConsole\SetCommand 
(2) defined by Local or Group Policy  ",,CCE-76,Recovery Console: Allow Floppy Copy and Access to All Drives and All Folders: Disabled,Recovery Console Full Access Value,
CCE-3529-5,"The ""Restrict CD-ROM Access to Locally Logged-On User Only"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateCDRoms 
(2) defined by Local or Group Policy  ",,CCE-565,Restrict CD-ROM Access to Locally Logged-On User Only: Enabled,?,
CCE-3185-6,"The ""Restrict Floppy Access to Locally Logged-On User Only"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateFloppies 
(2) defined by Local or Group Policy  ",,CCE-463,Restrict Floppy Access to Locally Logged-On User Only: Enabled,Floppy Allocation,
CCE-3956-0,"The ""Strengthen Default Permissions of Global System Objects"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager\ProtectionMode 
(2) defined by Local or Group Policy  ",,CCE-508,Strengthen Default Permissions of Global System Objects (e.g. Symbolic Links): Enabled,Strength permissions on GSO value,
CCE-3978-4,"The ""Secure Channel: Require Strong (Windows 2000 or later) Session Key"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RequireStrongKey 
(2) defined by Local or Group Policy  ",,CCE-417,Secure Channel: Require Strong (Windows 2000 or later) Session Key: Not Defined,?,
CCE-3392-8,"The ""Send Unencrypted Password to Connect to Third-Party SMB Servers"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\EnablePlainTextPassword 
(2) defined by Local or Group Policy  ",,CCE-228,Send Unencrypted Password to Connect to Third-Party SMB Servers: Disabled,Send unencrypted password to 3rd party SMB value,
CCE-3648-3,"The ""Unsigned Driver Installation Behavior"" policy should be set correctly.  ",(1) behavior,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Driver Signing\Policy 
(2) defined by Local or Group Policy  ",,CCE-413,"Unsigned Driver Installation Behavior: “Warn, but allow installation” (minimum) or “Do Not Allow Installation”.",Unsigned Driver Behavior Value,
CCE-3401-7,"The ""Unsigned Non-Driver Installation Behavior"" policy should be set correctly.  ",(1) behavior,(1) defined by Local or Group Policy  ,,CCE-307,"Unsigned Non-Driver Installation Behavior: “Warn, but allow installation” (minimum) or “Do Not Allow Installation”",Unsigned Non-Driver Behavior Value,
CCE-3098-1,"The ""Users Prompted to Change Password Before Expiration"" policy should be set correctly. ",(1) number of days prior to expiration,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\PasswordExpiryWarning 
(2) defined by Local or Group Policy  ",,CCE-814,Prompt User to Change Password Before Expiration: 14 Days (minimum),Password Expiration value,
CCE-4070-9,"The ""Shut Down system immediately if unable to log security audits"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\CrashOnAuditFail 
(2) defined by Local or Group Policy  ",,CCE-92,Shut Down system immediately if unable to log security audits: Not Defined,Crash on audit fail Value,
CCE-3629-3,"The ""Allow System to be Shut Down Without Having to Log On"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\ShutdownWithoutLogon 
(2) defined by Local or Group Policy  ",,CCE-224,Allow System to be Shut Down Without Having to Log On: Disabled,The system allows shutdown from the logon dialog box,
CCE-3813-3,"The ""Automatically Log Off Users When Logon Time Expires (local)"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-360,Automatically Log Off Users When Logon Time Expires (local): Enabled,Logon Time Enforcement (0),
CCE-3333-2,"The ""Clear Virtual Memory Pagefile at shutdown"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Session Manager\Memory Management\ClearPageFileAtShutdown 
(2)  defined by Local or Group Policy  ",,CCE-422,Clear Virtual Memory Pagefile When System Shuts Down: Enabled,Clear Pagefile value,
CCE-3747-3,"The ""Digitally Sign Client Communication (Always)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\RequireSecuritySignature 
(2)  defined by Local or Group Policy  ",,CCE-576,Digitally Sign Client Communication (Always): Not Defined,?,
CCE-3994-1,"The ""Digitally Sign Client Communication (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\EnableSecuritySignature 
(2) defined by Local or Group Policy  ",,CCE-519,Digitally Sign Client Communication (When Possible): Enabled,Enable Security Signature Value,
CCE-3783-8,"The ""Digitally Sign Server Communication (Always)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\RequireSecuritySignature 
(2) defined by Local or Group Policy  ",,CCE-171,Digitally Sign Server Communication (Always): Not Defined,?,
CCE-3928-9,"The ""Digitally Sign Server Communication (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\EnableSecuritySignature 
(2) defined by Local or Group Policy  ",,CCE-104,Digitally Sign Server Communication (When Possible): Enabled,SMB Server Packet Signing Value,
CCE-3545-1,"The ""Number of Previous Logons to Cache"" policy should be set correctly.  ",(1) number of logons,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\CachedLogonsCount 
(2) defined by Local or Group Policy  ",,CCE-773,Number of Previous Logons to Cache: 1 (maximum),Logon Caching value (<= 2),
CCE-4069-1,"The ""Allowed to Format and Eject Removable NTFS Media"" policy should be set correctly.  ",(1) Group(s),"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateDASD 
(2) defined by Local or Group Policy  ",,CCE-919,Allowed to Eject Removable NTFS Media: Administrators,NTFS Media Ejection value,
CCE-3607-9,"The ""Secure Channel: Digitally Encrypt or Sign Secure Channel Data (Always)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RequireSignOrSeal 
(2) defined by Local or Group Policy  ",,CCE-549,Secure Channel: Digitally Encrypt or Sign Secure Channel Data (Always): Not Defined,?,
CCE-3849-7,"The ""Secure Channel: Digitally Encrypt Secure Channel Data (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SealSecureChannel 
(2) defined by Local or Group Policy  ",,CCE-161,Secure Channel: Digitally Encrypt Secure Channel Data (When Possible): Enabled,?,
CCE-4025-3,"The ""Secure Channel: Digitally Sign Secure Channel Data (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\SignSecureChannel 
(2) defined by Local or Group Policy  ",,CCE-918,Secure Channel: Digitally Sign Secure Channel Data (When Possible): Enabled,?,
CCE-3596-4,"The ""Smart Card Removal Behavior"" policy should be set correctly.  ",(1) behavior,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\ScRemoveOption 
(2) defined by Local or Group Policy  ",,CCE-443,Smart Card Removal Behavior: “Lock Workstation” (minimum),Smart Card Removal Behavior Value,
CCE-3145-0,"The ""Prevent System Maintenance of Computer Account Password"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\DisablePasswordChange 
(2) defined by Local or Group Policy  ",,CCE-831,Prevent System Maintenance of Computer Account Password: Disabled,Disable password change Value,
CCE-3947-9,Local volumes should be formatted correctly.  ,(1) type of formatting,(1) Disk Management MMC  ,,CCE-621,4.3.1 Ensure all disk volumes are using the NTFS file system,Non-NTFS Partition,
CCE-3863-8,Unused USB Ports should be enabled or disabled as appropriate. ,(1) enabled/disabled,(1) ?  ,,CCE-546,?,Unused USB ports are not disabled.,
CCE-4008-9,"The ""Screen Saver Executable Name"" setting should be configured correctly for the current user.",(1) enabled/disabled,(1) HKEY_CURRENT_USER\Control Panel\Desktop\SCRNSAVE.EXE  ,,CCE-764,?,current user scrnsave.exe,
CCE-4000-6,"The ""Screen Saver Timeout"" setting should be configured correctly for the current user.",(1) time in seconds,(1) HKEY_CURRENT_USER\Control Panel\Desktop\ScreenSaveTimeOut  ,,CCE-830,?,Current user screensaver timeout,
CCE-4145-9,"The ""Password protect the screen saver"" setting should be configured correctly for the current user.",(1) enabled/disabled,"(1) HKEY_CURRENT_USER\Control Panel\Desktop\ScreenSaverIsSecure  
(2) HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\Control Panel\Desktop\ScreenSaverIsSecure 
(3) User Configuration\Administrative Templates\Control Panel\Display\Password protect the screen saver",,CCE-949,?,Current user screensaver secure,
CCE-3149-2,The screen saver should be enabled or disabled as appropriate for the current user.,(1) enabled/disabled,(1) HKEY_CURRENT_USER\Control Panel\Desktop\ScreenSaveActive  ,,CCE-742,?,Current user screensaver active,
CCE-3152-6,"The ""Always Install with Elevated Privileges"" policy should be set correctly.  ",(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\Installer\AlwaysInstallElevated  ,,CCE-736,,Always Install with Elevated Privileges,
