CCE,Name,Check_Fix,Rationale,Severity,RuleID,SLE,NIST.800.53r4,NIST.800.171,NIST.CFS1.1,SRG,DISA.STIG,SV,CCI,CIS,PCI.DSS,HIPAA,COBIT,ISO.27002,IEC.62443,BP,OTHER
CCE-85823-3,Configure auditd space_left Action on Low Disk Space [ref],"The auditd service can be configured to take an action when disk space starts to run low. Edit the file /etc/audit/auditd.conf. Modify the following line, substituting ACTION appropriately: space_left_action = ACTION Possible values for ACTION are described in the auditd.conf man page. These include: syslogemailexecsuspendsinglehalt Set this to email (instead of the default, which is suspend) as it is more likely to get prompt attention. Acceptable values also include suspend, single, and halt.",Notifying administrators of an impending disk space problem mayallow them to take corrective action prior to any disruption.,medium,content_rule_auditd_data_retention_space_left_action,,"AU-5(b),AU-5(2),AU-5(1),AU-5(4),CM-6(a)","4.2.3.10,3.3.1,4.3.3.3.9,4.3.3.5.8,4.3.4.4.7,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8","PR.DS-4,PR.PT-1,DE.AE-3,DE.AE-5,RS.AN-1,RS.AN-4","SRG-OS-000343-GPOS-00134,SRG-OS-000343-VMM-001240",,,CCI-001855,"1,2,3,4,5,6,7,8,11,12,13,14,15,16,19",,164.312(a)(2)(ii),"APO11.04,APO12.06,APO13.01,BAI03.05,BAI04.04,BAI08.02,DSS02.02,DSS02.04,DSS02.07,DSS03.01,DSS05.04,DSS05.07,MEA02.01","A.12.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.5,A.16.1.7,A.17.2.1","SR,2.10,SR,2.11,SR,2.12,SR,2.8,SR,2.9,SR,6.1,SR,7.1,SR,7.2",,"5.4.1.1,4.4.2.1,4.4.2.2,4.4.2.4,Req-10.7,4.1.2.3"
CCE-85613-8,Ensure the default plugins for the audit dispatcher are Installed [ref],The audit-audispd-plugins package should be installed.,Information stored in one location is vulnerable to accidental or incidental deletion or alteration. Off-loading is a common process in information systems with limited audit storage capacity.,medium,content_rule_package_audit-audispd-plugins_installed,SLES-15-030670,,,,SRG-OS-000342-GPOS-00133,,SV-234966r622137_rule,CCI-001851,,,,,,,,
CCE-85581-7,Enable auditd Service [ref],"The auditd service is an essential userspace component of the Linux Auditing System, as it is responsible for writing audit records to disk. The auditd service can be enabled with the following command: $ sudo systemctl enable auditd.service","Without establishing what type of events occurred, it would be difficultto establish, correlate, and investigate the events leading up to an outage or attack.Ensuring the auditd service is active ensures audit recordsgenerated by the kernel are appropriately recorded.Additionally, a properly configured audit subsystem ensures that actions ofindividual system users can be uniquely traced to those users so theycan be held accountable for their actions.",medium,content_rule_service_auditd_enabled,SLES-15-030050,"AC-2(g),AC-6(9),AU-3,AU-10,AU-2(d),AU-12(c),AU-14(1),CM-6(a),SI-4(23)","4.2.3.10,4.3.2.6.7,3.3.1,3.3.2,3.3.6,4.3.3.3.9,4.3.3.5.8,4.3.3.6.6,4.3.4.4.7,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8","ID.SC-4,PR.AC-3,PR.PT-1,PR.PT-4,DE.AE-3,DE.AE-5,DE.CM-1,DE.CM-3,DE.CM-7,RS.AN-1,RS.AN-4","SRG-OS-000037-GPOS-00015,SRG-OS-000038-GPOS-00016,SRG-OS-000039-GPOS-00017,SRG-OS-000040-GPOS-00018,SRG-OS-000041-GPOS-00019,SRG-OS-000042-GPOS-00021,SRG-OS-000051-GPOS-00024,SRG-OS-000054-GPOS-00025,SRG-OS-000122-GPOS-00063,SRG-OS-000254-GPOS-00095,SRG-OS-000255-GPOS-00096,SRG-OS-000365-GPOS-00152,SRG-OS-000392-GPOS-00172,SRG-OS-000480-GPOS-00227,SRG-OS-000062-GPOS-00031,SRG-OS-000037-VMM-000150,SRG-OS-000063-VMM-000310,SRG-OS-000038-VMM-000160,SRG-OS-000039-VMM-000170,SRG-OS-000040-VMM-000180,SRG-OS-000041-VMM-000190",,SV-234904r622137_rule,"CCI-000126,CCI-000130,CCI-000131,CCI-000132,CCI-000133,CCI-000134,CCI-000135,CCI-000154,CCI-000158,CCI-000366,CCI-001464,CCI-001487,CCI-001814,CCI-001876,CCI-002884,CCI-000169","1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,19",,"164.308(a)(1)(ii)(D),164.308(a)(5)(ii)(C),164.310(a)(2)(iv),164.310(d)(2)(iii),164.312(b)","APO10.01,APO10.03,APO10.04,APO10.05,APO11.04,APO12.06,APO13.01,BAI03.05,BAI08.02,DSS01.03,DSS01.04,DSS02.02,DSS02.04,DSS02.07,DSS03.01,DSS03.05,DSS05.02,DSS05.03,DSS05.04,DSS05.05,DSS05.07,MEA01.01,MEA01.02,MEA01.03,MEA01.04,MEA01.05,MEA02.01","A.6.2.1,A.6.2.2,A.11.2.6,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.13.1.1,A.13.2.1,A.14.1.3,A.14.2.7,A.15.2.1,A.15.2.2,A.16.1.4,A.16.1.5,A.16.1.7","SR,1.13,SR,2.10,SR,2.11,SR,2.12,SR,2.6,SR,2.8,SR,2.9,SR,3.1,SR,3.5,SR,3.8,SR,4.1,SR,4.3,SR,5.1,SR,5.2,SR,5.3,SR,6.1,SR,6.2,SR,7.1,SR,7.6",,"5.4.1.1,4.4.2.1,4.4.2.2,4.4.2.4,CIP-004-3,R3.3,CIP-007-3,R6.5,Req-10.1,4.1.1.2"
CCE-85832-4,Enable Auditing for Processes Which Start Prior to the Audit Daemon [ref],"To ensure all processes can be audited, even those which start prior to the audit daemon, add the argument audit=1 to the default GRUB 2 command line for the Linux operating system in /boot/grub2/grubenv, in the manner below: # grub2-editenv - set ""$(grub2-editenv - list | grep kernelopts) audit=1""Warning: The GRUB 2 configuration file, grub.cfg, is automatically updated each time a new kernel is installed. Note that any changes to /etc/default/grub require rebuilding the grub.cfg file. To update the GRUB 2 configuration file manually, use the grub2-mkconfig -o command as follows: On BIOS-based machines, issue the following command as root: ~]# grub2-mkconfig -o /boot/grub2/grub.cfgOn UEFI-based machines, issue the following command as root: ~]# grub2-mkconfig -o /boot/efi/EFI/fedora/grub.cfg","Each process on the system carries an ""auditable"" flag which indicates whetherits activities can be audited. Although auditd takes care of enablingthis for all processes which launch after it does, adding the kernel argumentensures it is set for every process during boot.",medium,content_rule_grub2_audit_argument,,"AC-17(1),AU-14(1),AU-10,CM-6(a),IR-5(1)","4.2.3.10,4.3.2.6.7,3.3.1,4.3.3.3.9,4.3.3.5.8,4.3.3.6.6,4.3.4.4.7,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8","ID.SC-4,PR.AC-3,PR.PT-1,PR.PT-4,DE.AE-3,DE.AE-5,RS.AN-1,RS.AN-4","SRG-OS-000037-GPOS-00015,SRG-OS-000042-GPOS-00020,SRG-OS-000062-GPOS-00031,SRG-OS-000392-GPOS-00172,SRG-OS-000462-GPOS-00206,SRG-OS-000471-GPOS-00215,SRG-OS-000473-GPOS-00218,SRG-OS-000254-GPOS-00095,SRG-OS-000254-VMM-000880",,,"CCI-001464,CCI-000130,CCI-000169","1,3,4,5,6,7,8,11,12,13,14,15,16,19",,"164.308(a)(1)(ii)(D),164.308(a)(5)(ii)(C),164.310(a)(2)(iv),164.310(d)(2)(iii),164.312(b)","APO10.01,APO10.03,APO10.04,APO10.05,APO11.04,APO12.06,APO13.01,BAI03.05,BAI08.02,DSS01.04,DSS02.02,DSS02.04,DSS02.07,DSS03.01,DSS05.02,DSS05.03,DSS05.04,DSS05.07,MEA01.01,MEA01.02,MEA01.03,MEA01.04,MEA01.05,MEA02.01","A.6.2.1,A.6.2.2,A.11.2.6,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.13.1.1,A.13.2.1,A.14.1.3,A.15.2.1,A.15.2.2,A.16.1.4,A.16.1.5,A.16.1.7","SR,1.13,SR,2.10,SR,2.11,SR,2.12,SR,2.6,SR,2.8,SR,2.9,SR,3.1,SR,3.5,SR,3.8,SR,4.1,SR,4.3,SR,5.1,SR,5.2,SR,5.3,SR,6.1,SR,7.1,SR,7.6",,"5.4.1.1,4.4.2.1,4.4.2.2,4.4.2.4,Req-10.3,4.1.1.3"
CCE-85849-8,Verify /boot/grub2/grub.cfg Group Ownership [ref],"The file /boot/grub2/grub.cfg should be group-owned by the root group to prevent destruction or modification of the file. To properly set the group owner of {{{ grub2_boot_path }}}/grub.cfg, run the command: $ sudo chgrp root {{{ grub2_boot_path }}}/grub.cfg","The root group is a highly-privileged group. Furthermore, the group-owner of thisfile should not have any access privileges anyway.",medium,content_rule_file_groupowner_grub2_cfg,,"AC-6(1),CM-6(a)","4.3.3.7.3,3.4.5","PR.AC-4,PR.DS-5",,,,CCI-000225,"3,5,12,13,14,15,16,18",,"164.308(a)(1)(ii)(B),164.308(a)(7)(i),164.308(a)(7)(ii)(A),164.310(a)(1),164.310(a)(2)(i),164.310(a)(2)(ii),164.310(a)(2)(iii),164.310(b),164.310(c),164.310(d)(1),164.310(d)(2)(iii)","APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",,"5.5.2.2,Req-7.1,1.5.2"
CCE-85848-0,Verify /boot/grub2/grub.cfg User Ownership [ref],"The file /boot/grub2/grub.cfg should be owned by the root user to prevent destruction or modification of the file. To properly set the owner of {{{ grub2_boot_path }}}/grub.cfg, run the command: $ sudo chown root {{{ grub2_boot_path }}}/grub.cfg",Only root should be able to modify important boot parameters.,medium,content_rule_file_owner_grub2_cfg,,"AC-6(1),CM-6(a)","4.3.3.7.3,3.4.5","PR.AC-4,PR.DS-5",,,,CCI-000225,"3,5,12,13,14,15,16,18",,"164.308(a)(1)(ii)(B),164.308(a)(7)(i),164.308(a)(7)(ii)(A),164.310(a)(1),164.310(a)(2)(i),164.310(a)(2)(ii),164.310(a)(2)(iii),164.310(b),164.310(c),164.310(d)(1),164.310(d)(2)(iii)","APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",,"5.5.2.2,Req-7.1,1.5.2"
CCE-85838-1,Ensure Log Files Are Owned By Appropriate Group [ref],"The group-owner of all log files written by rsyslog should be root. These log files are determined by the second part of each Rule line in /etc/rsyslog.conf and typically all appear in /var/log. For each log file LOGFILE referenced in /etc/rsyslog.conf, run the following command to inspect the file's group owner: $ ls -l LOGFILE If the owner is not root, run the following command to correct this: $ sudo chgrp root LOGFILE","The log files generated by rsyslog contain valuable information regarding systemconfiguration, user authentication, and other such information. Log files should beprotected from unauthorized access.",medium,content_rule_rsyslog_files_groupownership,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,CCI-001314,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2","BP28(R46),BP28(R5)","0988,1405,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-10.5.1,Req-10.5.2"
CCE-85839-9,Ensure Log Files Are Owned By Appropriate User [ref],"The owner of all log files written by rsyslog should be root. These log files are determined by the second part of each Rule line in /etc/rsyslog.conf and typically all appear in /var/log. For each log file LOGFILE referenced in /etc/rsyslog.conf, run the following command to inspect the file's owner: $ ls -l LOGFILE If the owner is not root, run the following command to correct this: $ sudo chown root LOGFILE","The log files generated by rsyslog contain valuable information regarding systemconfiguration, user authentication, and other such information. Log files should beprotected from unauthorized access.",medium,content_rule_rsyslog_files_ownership,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,CCI-001314,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2","BP28(R46),BP28(R5)","0988,1405,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-10.5.1,Req-10.5.2"
CCE-85837-3,Ensure System Log Files Have Correct Permissions [ref],"The file permissions for all log files written by rsyslog should be set to 600, or more restrictive. These log files are determined by the second part of each Rule line in /etc/rsyslog.conf and typically all appear in /var/log. For each log file LOGFILE referenced in /etc/rsyslog.conf, run the following command to inspect the file's permissions: $ ls -l LOGFILE If the permissions are not 600 or more restrictive, run the following command to correct this: $ sudo chmod 0600 LOGFILE""","Log files can contain valuable information regarding systemconfiguration. If the system log files are not protected unauthorizedusers could change the logged data, eliminating their forensic value.",medium,content_rule_rsyslog_files_permissions,,"AC-6(1),CM-6(a)","CIP-003-3,R5.1.1,CIP-003-3,R5.3",,,,,CCI-001314,,,,,,,BP28(R36),"0988,1405,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-10.5.1,Req-10.5.2"
CCE-85850-6,Ensure Logrotate Runs Periodically [ref],"The logrotate utility allows for the automatic rotation of log files. The frequency of rotation is specified in /etc/logrotate.conf, which triggers a cron task. To configure logrotate to run daily, add or correct the following line in /etc/logrotate.conf: # rotate log files frequency daily",Log files that are not properly rotated run the risk of growing so largethat they fill up the /var/log partition. Valuable logging information could be lostif the /var/log partition becomes full.,medium,content_rule_ensure_logrotate_activated,,CM-6(a),"4.3.3.3.9,4.3.3.5.8,4.3.4.4.7",PR.PT-1,,,,CCI-000366,"1,3,5,6,14,15,16",,,"APO11.04,BAI03.05,DSS05.04,DSS05.07,MEA02.01","A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1","SR,2.10,SR,2.11,SR,2.12,SR,2.8,SR,2.9",BP28(R43),"NT12(R18),4.4.2.1,4.4.2.2,4.4.2.4,Req-10.7"
CCE-85836-5,Install strongswan Package [ref],"The Strongswan package provides an implementation of IPsec and IKE, which permits the creation of secure tunnels over untrusted networks. The strongswan package can be installed with the following command: $ sudo zypper install strongswan",Providing the ability for remote users or systemsto initiate a secure VPN connection protects information when it istransmitted over a wide area network.,medium,content_rule_package_strongswan_installed,,CM-6(a),"4.3.3.6.5,4.3.3.6.6,4.3.3.6.7,4.3.3.6.8","PR.AC-3,PR.MA-2,PR.PT-4","SRG-OS-000480-GPOS-00227,SRG-OS-000120-GPOS-00061",,,"CCI-001130,CCI-001131","3,5,8,12,15",,,"APO13.01,DSS01.04,DSS05.02,DSS05.03,DSS05.04","A.6.2.1,A.6.2.2,A.11.2.4,A.11.2.6,A.13.1.1,A.13.2.1,A.14.1.3,A.15.1.1,A.15.2.1","SR,1.13,SR,2.6,SR,3.1,SR,3.5,SR,3.8,SR,4.1,SR,4.3,SR,5.1,SR,5.2,SR,5.3,SR,7.1,SR,7.6",,Req-4.1
CCE-85801-9,Verify Group Who Owns group File [ref],"To properly set the group owner of /etc/group, run the command: $ sudo chgrp root /etc/group",The /etc/group file contains information regarding groups that are configuredon the system. Protection of this file is important for system security.,medium,content_rule_file_groupowner_etc_group,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",,"5.5.2.2,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-8.7.c,6.1.4"
CCE-85809-2,Verify Group Who Owns passwd File [ref],"To properly set the group owner of /etc/passwd, run the command: $ sudo chgrp root /etc/passwd",The /etc/passwd file contains information about the users that are configured onthe system. Protection of this file is critical for system security.,medium,content_rule_file_groupowner_etc_passwd,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",,"5.5.2.2,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-8.7.c,6.1.2"
CCE-85808-4,Verify Group Who Owns shadow File [ref],"To properly set the group owner of /etc/shadow, run the command: $ sudo chgrp root /etc/shadow",The /etc/shadow file stores password hashes. Protection of this file iscritical for system security.,medium,content_rule_file_groupowner_etc_shadow,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",,"5.5.2.2,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-8.7.c,6.1.3"
CCE-85803-5,Verify Permissions on group File [ref],"To properly set the permissions of /etc/passwd, run the command: $ sudo chmod 0644 /etc/passwd",The /etc/group file contains information regarding groups that are configuredon the system. Protection of this file is important for system security.,medium,content_rule_file_permissions_etc_group,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",BP28(R36),"5.5.2.2,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-8.7.c,6.1.4"
CCE-85805-0,Verify Permissions on passwd File [ref],"To properly set the permissions of /etc/passwd, run the command: $ sudo chmod 0644 /etc/passwd","If the /etc/passwd file is writable by a group-owner or theworld the risk of its compromise is increased. The file contains the list ofaccounts on the system and associated information, and protection of this fileis critical for system security.",medium,content_rule_file_permissions_etc_passwd,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",BP28(R36),"5.5.2.2,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-8.7.c,6.1.2"
CCE-85804-3,Verify Permissions on shadow File [ref],"To properly set the permissions of /etc/shadow, run the command: $ sudo chmod 0640 /etc/shadow",The /etc/shadow file contains the list of localsystem accounts and stores password hashes. Protection of this file iscritical for system security. Failure to give ownership of this fileto root provides the designated owner with access to sensitive informationwhich could weaken the system security posture.,medium,content_rule_file_permissions_etc_shadow,,"AC-6(1),CM-6(a)","4.3.3.7.3,CIP-003-3,R5.1.1,CIP-003-3,R5.3","PR.AC-4,PR.DS-5",,,,,"3,5,12,13,14,15,16,18",,,"APO01.06,DSS05.04,DSS05.07,DSS06.02","A.6.1.2,A.7.1.1,A.7.1.2,A.7.3.1,A.8.2.2,A.8.2.3,A.9.1.1,A.9.1.2,A.9.2.3,A.9.4.1,A.9.4.4,A.9.4.5,A.10.1.1,A.11.1.4,A.11.1.5,A.11.2.1,A.13.1.1,A.13.1.3,A.13.2.1,A.13.2.3,A.13.2.4,A.14.1.2,A.14.1.3","SR,2.1,SR,5.2",BP28(R36),"5.5.2.2,CIP-004-3,R2.3,CIP-007-3,R2.1,CIP-007-3,R2.2,CIP-007-3,R2.3,CIP-007-3,R5.1,CIP-007-3,R5.1.1,CIP-007-3,R5.1.2,Req-8.7.c,6.1.3"
CCE-85835-7,Enable the NTP Daemon [ref],"Run the following command to determine the current status of the chronyd service: $ systemctl is-active chronyd If the service is running, it should return the following: active Note: The chronyd daemon is enabled by default. Run the following command to determine the current status of the ntpd service: $ systemctl is-active ntpd If the service is running, it should return the following: active Note: The ntpd daemon is not enabled by default. Though as mentioned in the previous sections in certain environments the ntpd daemon might be preferred to be used rather than the chronyd one. Refer to: https://documentation.suse.com/sles/15-SP1/html/SLES-all/cha-ntp.html for guidance which NTP daemon to choose depending on the environment used.","Enabling some of chronyd or ntpd services ensuresthat the NTP daemon will be running and that the system will synchronize itstime to any servers specified. This is important whether the system isconfigured to be a client (and synchronize only its own clock) or it is alsoacting as an NTP server to other systems. Synchronizing time is essential forauthentication services such as Kerberos, but it is also important formaintaining accurate logs and auditing possible security breaches.The chronyd and ntpd NTP daemons offer all of thefunctionality of ntpdate, which is now deprecated.",medium,content_rule_service_chronyd_or_ntpd_enabled,,"AU-8(1)(a),CM-6(a)","3.3.7,4.3.3.3.9,4.3.3.5.8,4.3.4.4.7",PR.PT-1,SRG-OS-000356-VMM-001340,,,CCI-000160,"1,3,5,6,14,15,16",,,"APO11.04,BAI03.05,DSS05.04,DSS05.07,MEA02.01","A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1","SR,2.10,SR,2.11,SR,2.12,SR,2.8,SR,2.9",,"4.4.2.1,4.4.2.2,4.4.2.4,0988,1405,Req-10.4"
CCE-85834-0,Specify Additional Remote NTP Servers [ref],"Depending on specific functional requirements of a concrete production environment, the SUSE Linux Enterprise 15 system can be configured to utilize the services of the chronyd NTP daemon (the default), or services of the ntpd NTP daemon. Refer to https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/7/html/system_administrators_guide/ch-configuring_ntp_using_the_chrony_suite for more detailed comparison of the features of both of the choices, and for further guidance how to choose between the two NTP daemons. Additional NTP servers can be specified for time synchronization. To do so, perform the following: if the system is configured to use the chronyd as the NTP daemon (the default), edit the file /etc/chrony.conf as follows, if the system is configured to use the ntpd as the NTP daemon, edit the file /etc/ntp.conf as documented below. Add additional lines of the following form, substituting the IP address or hostname of a remote NTP server for ntpserver: server ntpserver","Specifying additional NTP servers increases the availability ofaccurate time data, in the event that one of the specified servers becomesunavailable. This is typical for a system acting as an NTP server forother systems.",medium,content_rule_chronyd_or_ntpd_specify_multiple_servers,,"AU-8(1)(a),AU-8(2),CM-6(a)","4.3.3.3.9,4.3.3.5.8,4.3.4.4.7",PR.PT-1,,,,,"1,3,5,6,14,15,16",,,"APO11.04,BAI03.05,DSS05.04,DSS05.07,MEA02.01","A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1","SR,2.10,SR,2.11,SR,2.12,SR,2.8,SR,2.9",,"4.4.2.1,4.4.2.2,4.4.2.4,0988,1405,Req-10.4.3"
CCE-85833-2,A remote time server for Chrony is configured [ref],Chrony is a daemon which implements the Network Time Protocol (NTP). It is designed to synchronize system clocks across a variety of systems and use a source that is highly accurate. More information on chrony can be found at http://chrony.tuxfamily.org/. Chrony can be configured to be a client and/or a server. Add or edit server or pool lines to /etc/chrony.conf as appropriate: server <remote-server> Multiple servers may be configured.,If chrony is in use on the system proper configuration is vital to ensuring timesynchronization is working properly.,medium,content_rule_chronyd_specify_remote_server,,"AU-8(1)(a),CM-6(a)",,,,,,"CCI-000160,CCI-001891",,,,,,,BP28(R43),"0988,1405,Req-10.4.3,2.2.1.3"
