Unnamed: 0,Last modfied: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CCE-28210-3,The permissions for the Apache /usr/sbin/httpd file should be set correctly. ,(1) permissions,(1) via chown,,L1 19. Updating Ownership and Permissions for Enhanced Security p27,,,,
CCE-28211-1,The ownership of the Apache /usr/sbin/apachectl file should be set correctly.,(1) owner,(1) via chown,,L1 19. Updating Ownership and Permissions for Enhanced Security p27,,,,
CCE-28157-6,The group membership of the Apache /usr/sbin/apachectl file should be set correctly.,(1) group,(1) via chgrp,,L1 19. Updating Ownership and Permissions for Enhanced Security p27,,,,
CCE-28230-1,The permissions for the Apache /usr/sbin/apachectl file should be set correctly.,(1) permissions,(1) via chown,,L1 19. Updating Ownership and Permissions for Enhanced Security p27,,,,
CCE-28173-3,The Allow directive for the specified Directory directive should be configured appropriately.,(1) all | hostname/IP address/environment variable,(1) Allow directive,,L1 13. Access Control Directives p21,,,,
CCE-28263-2,The Deny directive for the specified Directory directive should be configured appropriately.,(1) all | hostname/IP address/environment variable,(1) Deny directive,,L1 13. Access Control Directives p21,,,,
CCE-28260-8,"The ""FollowSymLinks"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) FollowSymLinks / -FollowSymLinks / +FollowSymLinks / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,L1 15. Directory Functionality/Features Directives p23,,,,
CCE-27653-5,"The""Includes"" setting of the DocumentRoot should be enabled or disabled as appropriate. ",(1) Includes / -Includes / +Includes / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,L1 15. Directory Functionality/Features Directives p24,,,,
CCE-28080-0,"The ""IncludesNOEXEC"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) IncludesNoExec / -IncludesNoExec / +IncludesNoExec / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,L1 15. Directory Functionality/Features Directives p24,,,,
CCE-28165-9,"The ""Indexes"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) Indexes / -Indexes / +Indexes / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,L1 15. Directory Functionality/Features Directives p24,,,,
CCE-28252-5,"The""MultiViews"" setting of the DocumentRoot should be enabled or disabled as appropriate.",(1) MultiViews / -MultiViews / +MultiViews / None,(1) Apache configuration file: Options directive (in DocumentRoot Directory directive),,L1 15. Directory Functionality/Features Directives p24-25,,,,
CCE-28045-3,testcgi should be installed as appropriate.,(1) exist/not exist,(1) cgi-script directory,,L1 18. Remove Default/Unneeded Apache Files p27,,,,
