CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,DISA STIG,CCI
CCE-84870-5,sysprefs_automatic_logout_enforce,Enforce Auto Logout After 24 Hours of Inactivity,"Auto logout _MUST_ be configured to automatically terminate a user session and log out the after 86400 seconds (24 hours) of inactivity. 

NOTE:The maximum that macOS can be configured for autologoff is 86400 seconds (24 hours).

[IMPORTANT]
====
The 24-hour automatic logout may cause disruptions to an organization's workflow and/or loss of data. Information System Security Officers (ISSOs) are advised to first fully weigh the potential risks posed to their organization before opting to disable the 24-hour automatic logout setting.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('.GlobalPreferences')\
.objectForKey('com.apple.autologout.AutoLogOutDelay').js
EOS
",{'integer': 86400},"Create a configuration profile containing the following keys in the (.GlobalPreferences) payload type:

[source,xml]
----
<key>com.apple.autologout.AutoLogOutDelay</key>
<integer>86400</integer>
----

","AC-12
AC-2(5)",3.1.11,SRG-OS-000279-GPOS-00109,,CCI-002361
CCE-84826-7,sysprefs_bluetooth_disable,Disable Bluetooth When no Approved Device is Connected,"The macOS system _MUST_ be configured to disable Bluetooth unless there is an approved device connected.

[IMPORTANT]
====
Information System Security Officers (ISSOs) may make the risk-based decision not to disable Bluetooth, so as to maintain necessary functionality, but they are advised to first fully weigh the potential risks posed to their organization. 
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCXBluetooth')\
.objectForKey('DisableBluetooth').js
EOS
",{'string': 'true'},"NOTE: The following settings are in the (com.apple.ManagedClient.preferences) payload. This payload requires the additional settings to be sub-payloads within, containing their their defined payload types.

Create a configuration profile containing the following keys in the (com.apple.MCXBluetooth) payload type:

[source,xml]
----
<key>DisableBluetooth</key>
<true/>
----

","AC-18
SC-8
AC-18(3)",3.13.8,SRG-OS-000481-GPOS-000481,AOSX-15-002062,CCI-002418
CCE-84827-5,sysprefs_bluetooth_sharing_disable,Disable Bluetooth Sharing,"Bluetooth Sharing _MUST_ be disabled. 

Bluetooth Sharing allows users to wirelessly transmit files between the macOS and Bluetooth-enabled devices, including personally owned cellphones and tablets. A malicious user might introduce viruses or malware onto the system or extract sensitive files via Bluetooth Sharing. When Bluetooth Sharing is disabled, this risk is mitigated. 

[NOTE] 
====
The check and fix are for the currently logged in user. To get the currently logged in user, run the following.
[source,bash]
----
CURRENT_USER=$( scutil <<< ""show State:/Users/ConsoleUser"" \| awk '/Name :/ && ! /loginwindow/ { print $3 }' )
----
====
",Script,"/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults -currentHost read com.apple.Bluetooth PrefKeyServicesEnabled
",{'boolean': 0},"[source,bash]
----
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults -currentHost write com.apple.Bluetooth PrefKeyServicesEnabled -bool false
----
","AC-3
AC-18(4)
CM-7
CM-7(1)","3.1.1
3.1.2
3.1.16
3.4.7",SRG-OS-000480-GPOS-00227,,
CCE-84828-3,sysprefs_content_caching_disable,Disable Content Caching Service,"Content caching _MUST_ be disabled. 

Content caching is a macOS service that helps reduce Internet data usage and speed up software installation on Mac computers. It is not recommended for devices furnished to employees to act as a caching server. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowContentCaching').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowContentCaching</key>
<false/>
----

","CM-7
CM-7(1)",3.4.6,,,
CCE-84936-4,sysprefs_critical_update_install_enforce,Enforce Critical Security Updates to be Installed,"Ensure that security updates are installed as soon as they are available from Apple. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.SoftwareUpdate')\
.objectForKey('CriticalUpdateInstall').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SoftwareUpdate) payload type:

[source,xml]
----
<key>CriticalUpdateInstall</key>
<true/>
----

",SI-2,,,,
CCE-84829-1,sysprefs_diagnostics_reports_disable,Disable Sending Diagnostic and Usage Data to Apple,"The ability to submit diagnostic data to Apple _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling the submission of diagnostic and usage information will mitigate the risk of unwanted data being sent to Apple. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
let pref1 = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.SubmitDiagInfo')\
.objectForKey('AutoSubmit').js
let pref2 = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowDiagnosticSubmission').js
if ( pref1 == false && pref2 == false ){
    return(""true"")
} else {
    return(""false"")
}
}
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.SubmitDiagInfo) payload type:

[source,xml]
----
<key>AutoSubmit</key>
<false/>
----

Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDiagnosticSubmission</key>
<false/>
----

","SI-11
AC-20
SC-7(10)",3.1.20,SRG-OS-000096-GPOS-00050,AOSX-15-002021,CCI-000382
CCE-84830-9,sysprefs_filevault_enforce,Enforce FileVault,"FileVault _MUST_ be enforced.

The information system implements cryptographic mechanisms to protect the confidentiality and integrity of information stored on digital media during transport outside of controlled areas.
",Manual,"/usr/bin/fdesetup status | /usr/bin/grep -c ""FileVault is On.""
",{'integer': 1},"NOTE: See the FileVault supplemental to implement this rule.
","SC-28
SC-28(1)",3.13.16,"SRG-OS-000185-GPOS-00079
SRG-OS-000404-GPOS-00183
SRG-OS-000405-GPOS-00184",AOSX-15-005020,"CCI-001199
CCI-002475
CCI-002476"
CCE-84831-7,sysprefs_find_my_disable,Disable Find My Service,"The Find My service _MUST_ be disabled.

A Mobile Device Management (MDM) solution _MUST_ be used to carry out remote locking and wiping instead of Apple's Find My service.

Apple's Find My service uses a personal AppleID for authentication. Organizations should rely on MDM solutions, which have much more secure authentication requirements, to perform remote lock and remote wipe.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowFindMyDevice'))
  let pref2 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowFindMyFriends'))
  let pref3 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.icloud.managed')\
.objectForKey('DisableFMMiCloudSetting'))
  if ( pref1 == false && pref2 == false && pref3 == true ) {
    return(""true"")
  } else {
    return(""false"")
  }
}
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyDevice</key>
<false/>
<key>allowFindMyFriends</key>
<false/>
----

Create a configuration profile containing the following keys in the (com.apple.icloud.managed) payload type:

[source,xml]
----
<key>DisableFMMiCloudSetting</key>
<true/>
----

","AC-20
CM-7
CM-7(1)","3.1.20
3.4.6","SRG-OS-000095-GPOS-00049
SRG-OS-000370-GPOS-00155",,
CCE-84832-5,sysprefs_firewall_enable,Enable macOS Application Firewall,"The macOS Application Firewall is the built-in firewall that comes with macOS, and it _MUST_ be enabled. 

When the macOS Application Firewall is enabled, the flow of information within the information system and between interconnected systems will be controlled by approved authorizations.
",Script,"/usr/libexec/ApplicationFirewall/socketfilterfw --getglobalstate | /usr/bin/grep -c ""Firewall is enabled""
",{'integer': 1},"[source,bash]
----
/usr/libexec/ApplicationFirewall/socketfilterfw --setglobalstate on
----
","AC-4
SC-7(12)
CM-7
CM-7(1)
SC-7","3.1.3
3.1.5
3.1.18
3.4.6
3.13.1
3.13.2
3.13.5",SRG-OS-000480-GPOS-00232,AOSX-15-005050,CCI-000366
CCE-84833-3,sysprefs_firewall_stealth_mode_enable,Enable Firewall Stealth Mode,"Firewall Stealth Mode _MUST_ be enabled. 

When stealth mode is enabled, the Mac will not respond to any probing requests, and only requests from authorized applications will still be authorized.

[IMPORTANT]
====
Enabling firewall stealth mode may prevent certain remote mechanisms used for maintenance and compliance scanning from properly functioning. Information System Security Officers (ISSOs) are advised to first fully weigh the potential risks posed to their organization before opting not to enable stealth mode.
====
",Script,"/usr/libexec/ApplicationFirewall/socketfilterfw --getstealthmode | /usr/bin/grep -c ""Stealth mode enabled""
",{'integer': 1},"[source,bash]
----
/usr/libexec/ApplicationFirewall/socketfilterfw --setstealthmode on 
----
","CM-7
CM-7(1)
SC-7(16)
SC-7","3.4.6
3.13.1
3.13.2
3.13.5",SRG-OS-000480-GPOS-00232,AOSX-15-005050,CCI-000366
CCE-84834-1,sysprefs_gatekeeper_identified_developers_allowed,Apply Gatekeeper Settings to Block Applications from Unidentified Developers,"The information system implements cryptographic mechanisms to authenticate software prior to installation.

Gatekeeper settings must be configured correctly to only allow the system to run applications downloaded from the Mac App Store or applications signed with a valid Apple Developer ID code. Administrator users will still have the option to override these settings on a per-app basis. Gatekeeper is a security feature that ensures that applications must be digitally signed by an Apple-issued certificate in order to run. Digital signatures allow the macOS to verify that the application has not been modified by a malicious third party.
",Script,"/usr/sbin/spctl --status --verbose | /usr/bin/grep -c ""developer id enabled""
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.systempolicy.control) payload type:

[source,xml]
----
<key>AllowIdentifiedDevelopers</key>
<true/>
<key>EnableAssessment</key>
<true/>
----

","CM-14
CM-5
SI-7(15)
SI-7(1)",3.4.5,SRG-OS-000480-GPOS-00227,AOSX-15-002060,CCI-000366
CCE-84835-8,sysprefs_gatekeeper_override_disallow,Configure Gatekeeper to Disallow End User Override,"Gatekeeper _MUST_ be configured with a configuration profile to prevent normal users from overriding its settings. 

If users are allowed to disable Gatekeeper or set it to a less restrictive setting, malware could be introduced into the system. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.systempolicy.managed')\
.objectForKey('DisableOverride').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.systempolicy.managed) payload type:

[source,xml]
----
<key>DisableOverride</key>
<true/>
----

","CM-5
SI-7(15)",3.4.5,SRG-OS-000480-GPOS-00227,AOSX-15-002061,CCI-000366
CCE-84760-8,sysprefs_guest_access_afp_disable,Disable Guest Access to Shared Apple File Protocol Folders,"Guest access to shared Apple File Protocol (AFP) folders _MUST_ be disabled. 

Turning off guest access prevents anonymous users from accessing files shared via AFP.
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -c 'guestAccess = 0' | /usr/bin/awk '{ if ($1 >= 1) {print ""1""} else {print ""0""}}'
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.AppleFileServer) payload type:

[source,xml]
----
<key>guestAccess</key>
<false/>
----

","AC-2(9)
AC-2","3.5.1
3.5.2",,,
CCE-84761-6,sysprefs_guest_access_smb_disable,Disable Guest Access to Shared SMB Folders,"Guest access to shared Server Message Block (SMB) folders _MUST_ be disabled. 

Turning off guest access prevents anonymous users from accessing files shared via SMB.
",Script,"/usr/bin/defaults read /Library/Preferences/SystemConfiguration/com.apple.smb.server AllowGuestAccess
",{'boolean': 0},"Create a configuration profile containing the following keys in the (com.apple.smb.server) payload type:

[source,xml]
----
<key>AllowGuestAccess</key>
<false/>
----

","AC-2(9)
AC-2","3.5.1
3.5.2",,,
CCE-84939-8,sysprefs_guest_account_disable,Disable the Guest Account,"Guest access _MUST_ be disabled. 

Turning off guest access prevents anonymous users from accessing files.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('DisableGuestAccount').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>DisableGuestAccount</key>
<true/>
----

","AC-2
AC-2(9)","3.5.1
3.5.2",SRG-OS-000364-GPOS-00151,AOSX-15-002063,
CCE-84836-6,sysprefs_hot_corners_disable,Disable Hot Corners,"Hot corners _MUST_ be disabled. 

The information system conceals, via the session lock, information previously visible on the display with a publicly viewable image. Although hot comers can be used to initiate a session lock or to launch useful applications, they can also be configured to disable an automatic session lock from initiating. Such a configuration introduces the risk that a user might forget to manually lock the screen before stepping away from the computer.
",Configuration Profile,"/usr/bin/profiles -P -o stdout | /usr/bin/grep -Ec '""wvous-bl-corner"" = 0|""wvous-br-corner"" = 0|""wvous-tl-corner"" = 0|""wvous-tr-corner"" = 0'
",{'integer': 4},"NOTE: The following settings are in the (com.apple.ManagedClient.preferences) payload. This payload requires the additional settings to be sub-payloads within, containing their their defined payload types.

Create a configuration profile containing the following keys in the (com.apple.dock) payload type:

[source,xml]
----
<key>wvous-bl-corner</key>
<integer>0</integer>
<key>wvous-br-corner</key>
<integer>0</integer>
<key>wvous-tr-corner</key>
<integer>0</integer>
<key>wvous-tl-corner</key>
<integer>0</integer>
----

",AC-11(1),3.1.10,SRG-OS-000031-GPOS-00012,AOSX-15-000007,CCI-000060
CCE-84912-5,sysprefs_improve_siri_dictation_disable,Disable Sending Siri and Dictation Information to Apple,"The ability for Apple to store and review audio of your Siri and Dictation interactions _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling the submission of Siri and Dictation information will mitigate the risk of unwanted data being sent to Apple. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.assistant.support')\
.objectForKey('Siri Data Sharing Opt-In Status').js
EOS
",{'integer': 2},"Create a configuration profile containing the following keys in the (com.apple.assistant.support) payload type:

[source,xml]
----
<key>Siri Data Sharing Opt-In Status</key>
<integer>2</integer>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)","3.1.20
3.4.6",,,
CCE-84837-4,sysprefs_internet_sharing_disable,Disable Internet Sharing,"If the system does not require Internet sharing, support for it is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling Internet sharing helps prevent the unauthorized connection of devices, unauthorized transfer of information, and unauthorized tunneling.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('forceInternetSharingOff').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>forceInternetSharingOff</key>
<true/>
----

","AC-4
AC-20","3.1.3
3.1.20",SRG-OS-000095-GPOS-00049,AOSX-15-002007,CCI-000381
CCE-84838-2,sysprefs_location_services_disable,Disable Location Services,"Location Services _MUST_ be disabled. 

The information system _MUST_ be configured to provide only essential capabilities.  Disabling Location Services helps prevent the unauthorized connection of devices, unauthorized transfer of information, and unauthorized tunneling.
",Script,"/usr/bin/defaults read /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd.plist LocationServicesEnabled
",{'boolean': 0},"[source,bash]
----
/usr/bin/defaults write /var/db/locationd/Library/Preferences/ByHost/com.apple.locationd LocationServicesEnabled -bool false; /bin/launchctl kickstart -k system/com.apple.locationd
----
","CM-7
CM-7(1)
SC-7(10)",3.4.6,SRG-OS-000095-GPOS-00049,AOSX-15-002004,CCI-000381
CCE-84839-0,sysprefs_loginwindow_prompt_username_password_enforce,Configure Login Window to Prompt for Username and Password,"The login window _MUST_ be configured to prompt all users for both a username and a password. 

By default, the system displays a list of known users on the login window, which can make it easier for a malicious user to gain access to someone else's account. Requiring users to type in both their username and password mitigates the risk of unauthorized users gaining access to the information system. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.loginwindow')\
.objectForKey('SHOWFULLNAME').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.loginwindow) payload type:

[source,xml]
----
<key>SHOWFULLNAME</key>
<true/>
----

",IA-2,"3.5.1
3.5.2",SRG-OS-000480-GPOS-00229,,
CCE-84771-5,sysprefs_media_sharing_disabled,Disable Media Sharing,"Media sharing _MUST_ be disabled.

When Media Sharing is enabled, the computer starts a network listening service that shares the contents of the user's music collection with other users in the same subnet. 

The information system _MUST_ be configured to provide only essential capabilities. Disabling Media Sharing helps prevent the unauthorized connection of devices and the unauthorized transfer of information. Disabling Media Sharing mitigates this risk.
[NOTE] 
====
The check and fix are for the currently logged in user. To get the currently logged in user, run the following.
[source,bash]
----
CURRENT_USER=$( scutil <<< ""show State:/Users/ConsoleUser"" \| awk '/Name :/ && ! /loginwindow/ { print $3 }' )
----
====
",Script,"/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults read com.apple.amp.mediasharingd | /usr/bin/grep -Ec '(""public-sharing-enabled"" = 0;|""home-sharing-enabled"" = 0;)'
",{'integer': 2},"[source,bash]
----
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults write com.apple.amp.mediasharingd public-sharing-enabled -int 0
/usr/bin/sudo -u ""$CURRENT_USER"" /usr/bin/defaults write com.apple.amp.mediasharingd home-sharing-enabled -int 0
/usr/bin/pkill -9 AMPLibraryAgent
/usr/bin/pkill -9 mediasharingd
----
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000480-GPOS-00227,,
CCE-84840-8,sysprefs_password_hints_disable,Disable Password Hints,"Password hints _MUST_ be disabled.

Password hints leak information about passwords that are currently in use and can lead to loss of confidentiality. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.loginwindow')\
.objectForKey('RetriesUntilHint').js
EOS
",{'integer': 0},"Create a configuration profile containing the following keys in the (com.apple.loginwindow) payload type:

[source,xml]
----
<key>RetriesUntilHint</key>
<integer>0</integer>
----

",IA-6,3.5.11,SRG-OS-000480-GPOS-00227,AOSX-15-003012,CCI-000366
CCE-84780-6,sysprefs_power_nap_disable,Disable Power Nap,"Power Nap _MUST_ be disabled.

Power Nap allows your Mac to perform actions while a Mac is asleep. This can interfere with USB power and may cause devices to stop functioning until a reboot and must therefore be disabled on all applicable systems. 

The following Macs support Power Nap:

* MacBook (Early 2015 and later)
* MacBook Air (Late 2010 and later)
* MacBook Pro (all models with Retina display)
* Mac mini (Late 2012 and later)
* iMac (Late 2012 and later)
* Mac Pro (Late 2013 and later)
",Script,"/usr/bin/pmset -g custom | /usr/bin/awk '/powernap/ { sum+=$2 } END {print sum}'
",{'integer': 0},"[source,bash]
----
/usr/bin/pmset -a powernap 0
----
","CM-7
CM-7(1)",3.4.6,,,
CCE-84841-6,sysprefs_rae_disable,Disable Remote Apple Events,"If the system does not require Remote Apple Events, support for Apple Remote Events is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling Remote Apple Events helps prevent the unauthorized connection of devices, the unauthorized transfer of information, and unauthorized tunneling. 
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.AEServer"" => true'
",{'integer': 1},"[source,bash]
----
/usr/sbin/systemsetup -setremoteappleevents off
/bin/launchctl disable system/com.apple.AEServer
----
NOTE: Systemsetup with -setremoteappleevents flag will fail unless you grant Full Disk Access to systemsetup or it's parent process. Requires UAMDM.
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000096-GPOS-00050,AOSX-15-002022,CCI-000382
CCE-84842-4,sysprefs_screen_sharing_disable,Disable Screen Sharing and Apple Remote Desktop,"Support for both Screen Sharing and Apple Remote Desktop (ARD) is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling screen sharing and ARD helps prevent the unauthorized connection of devices, the unauthorized transfer of information, and unauthorized tunneling.
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.screensharing"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.apple.screensharing
----
NOTE - This will apply to the whole system
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000480-GPOS-00227,AOSX-15-002050,CCI-000366
CCE-84785-5,sysprefs_screensaver_ask_for_password_delay_enforce,Enforce Session Lock After Screen Saver is Started,"A screen saver _MUST_ be enabled and the system _MUST_ be configured to require a password to unlock once the screensaver has been on for a maximum of five seconds. 

An unattended system with an excessive grace period is vulnerable to a malicious user. 
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('askForPasswordDelay').js
EOS
",{'integer': 5},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>askForPasswordDelay</key>
<integer>5</integer>
----

",AC-11,3.1.10,SRG-OS-000028-GPOS-00009,AOSX-15-000003,CCI-000056
CCE-84921-6,sysprefs_screensaver_enforce,Enforce Screen Saver,"A default screen saver _MUST_ be configured to display and _MUST_ not display any sensitive information.
",Configuration Profile,"/usr/bin/profiles -P -o stdout  | /usr/bin/grep -c modulePath
",{'integer': 1},"Create a configuration profile containing the following keys in the (com.apple.screensaver.user) payload type:

[source,xml]
----
<key>modulePath</key>
<string>/System/Library/Screen Savers/Flurry.saver</string>
----

",,,SRG-OS-000031-GPOS-00012,AOSX-15-000006,CCI-000060
CCE-84787-1,sysprefs_screensaver_password_enforce,Enforce Screen Saver Password,"Users _MUST_ authenticate when unlocking the screen saver. 

The screen saver acts as a session lock and prevents unauthorized users from accessing the current user's account.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('askForPassword').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>askForPassword</key>
<true/>
----

",AC-11,3.1.10,SRG-OS-000028-GPOS-00009,AOSX-15-000002,CCI-000056
CCE-84788-9,sysprefs_screensaver_timeout_enforce,Enforce Screen Saver Timeout,"The screen saver timeout _MUST_ be set to 15 minutes. 

This rule ensures that a full session lock is triggered after 15 minutes of inactivity.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.screensaver')\
.objectForKey('idleTime').js
EOS
",{'integer': 1200},"Create a configuration profile containing the following keys in the (com.apple.screensaver) payload type:

[source,xml]
----
<key>idleTime</key>
<integer>900</integer>
----

","AC-11
IA-11",3.1.10,SRG-OS-000029-GPOS-00010,AOSX-15-000004,CCI-000057
CCE-84843-2,sysprefs_siri_disable,Disable Siri,"Support for Siri is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.ironwood.support')\
.objectForKey('Ironwood Allowed').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.ironwood.support) payload type:

[source,xml]
----
<key>Ironwood Allowed</key>
<false/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)","3.1.20
3.4.6","SRG-OS-000095-GPOS-00049
SRG-OS-000370-GPOS-00155",AOSX-15-002020,"CCI-000381
CCI-001774"
CCE-84844-0,sysprefs_smbd_disable,Disable Server Message Block Sharing,"Support for Server Message Block (SMB) file sharing is non-essential and _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities.
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.smbd"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.apple.smbd
----
The system may need to be restarted for the update to take effect.
","AC-3
AC-17","3.1.1
3.1.2",SRG-OS-000095-GPOS-00049,AOSX-15-002001,CCI-000381
CCE-84920-8,sysprefs_ssh_disable,Disable SSH Server for Remote Access Sessions,"SSH service _MUST_ be disabled for remote access.

Remote access sessions _MUST_ use FIPS validated encrypted methods to protect unauthorized individuals from gaining access. 
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.openssh.sshd"" => true'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.openssh.sshd
----
","IA-2(8)
AC-3
CM-7
CM-7(1)
AC-17","3.1.1
3.1.2
3.4.6
3.5.4",,,
CCE-84845-7,sysprefs_ssh_enable,Enable SSH for Remote Access Sessions,"Remote access sessions _MUST_ use encrypted methods to protect unauthorized individuals from gaining access. 
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.openssh.sshd"" => false'
",{'integer': 1},"[source,bash]
----
/bin/launchctl enable system/com.openssh.sshd
----
",,"3.1.13
3.1.15
3.5.4
3.7.5
3.13.8","SRG-OS-000393-GPOS-00173
SRG-OS-000394-GPOS-00174
SRG-OS-000112-GPOS-00057
SRG-OS-000113-GPOS-00058
SRG-OS-000033-GPOS-00014
SRG-OS-000423-GPOS-00187
SRG-OS-000424-GPOS-00188
SRG-OS-000425-GPOS-00189
SRG-OS-000426-GPOS-00190
SRG-OS-000033-GPOS-00014
SRG-OS-000250-GPOS-00093",AOSX-15-000011,"CCI-001941
CCI-001942
CCI-002890
CCI-002420
CCI-002421
CCI-002422
CCI-003123
CCI-001453
CCI-000068
CCI-002418"
CCE-84937-2,sysprefs_system_wide_preferences_configure,Require Administrator Password to Modify System-Wide Preferences,"The system _MUST_ be configured to require an administrator password in order to modify the system-wide preferences in System Preferences. 

Some Preference Panes in System Preferences contain settings that affect the entire system. Requiring a password to unlock these system-wide settings reduces the risk of a non-authorized user modifying system configurations.
",Script,"/usr/bin/security authorizationdb read system.preferences 2> /dev/null |  /usr/bin/grep -A 1 ""<key>shared</key>"" | /usr/bin/grep -c ""<false/>""
",{'integer': 1},"[source,bash]
----
/usr/bin/security authorizationdb read system.preferences > /tmp/system.preferences.plist
/usr/libexec/PlistBuddy -c ""Set :shared false"" /tmp/system.preferences.plist
/usr/bin/security authorizationdb write system.preferences < /tmp/system.preferences.plist
----
","AC-6
AC-6(2)
AC-6(1)","3.1.5
3.1.6",SRG-OS-000378-GPOS-00163,AOSX-15-002069,CCI-001958
CCE-84846-5,sysprefs_time_server_configure,Configure macOS to Use an Authorized Time Server,"Approved time servers _MUST_ be the only servers configured for use.

This rule ensures the uniformity of time stamps for information systems with multiple system clocks and systems connected over a network.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.MCX')\
.objectForKey('timeServer').js
EOS
","{'string': 'time-a.nist.gov,time-b.nist.gov'}","Create a configuration profile containing the following keys in the (com.apple.MCX) payload type:

[source,xml]
----
<key>timeServer</key>
<string>time-a.nist.gov,time-b.nist.gov</string>
----

","AU-12(1)
SC-45(1)",3.3.7,"SRG-OS-000355-GPOS-00143
SRG-OS-000356-GPOS-00144",AOSX-15-000014,"CCI-001891
CCI-002046"
CCE-84847-3,sysprefs_time_server_enforce,Enable macOS Time Synchronization Daemon (timed),"The timed service _MUST_ be enabled on all networked systems and configured to set time automatically from the approved time server.

This rule ensures the uniformity of time stamps for information systems with multiple system clocks and systems connected over a network.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.timed')\
.objectForKey('TMAutomaticTimeOnlyEnabled').js
EOS
",{'string': 'true'},"NOTE: The following settings are in the (com.apple.ManagedClient.preferences) payload. This payload requires the additional settings to be sub-payloads within, containing their their defined payload types.

Create a configuration profile containing the following keys in the (com.apple.timed) payload type:

[source,xml]
----
<key>TMAutomaticTimeOnlyEnabled</key>
<true/>
----

","AU-12(1)
SC-45(1)",3.3.7,"SRG-OS-000355-GPOS-00143
SRG-OS-000356-GPOS-00144",AOSX-15-000014,"CCI-001891
CCI-002046"
