CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-94468-6,os_ssl_for_exchange_activesync_enable,Ensure SSL for Exchange ActiveSync,"Exchange email messages are a form of data in transit and thus are vulnerable to eavesdropping and man-in-the-middle attacks. Secure Sockets Layer (SSL), also referred to as Transport Layer Security (TLS), provides encryption and authentication services that mitigate the risk of breach.",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.eas.account) payload type:

[source,xml]
----
<key>ssl</key>
<true/>
----

",,,,FMT_SMF_EXT.1.1 #47,AIOS-18-011300,,,,ANNEX D (Section 5.6.1 - Mail),CCI-000764,medium,
CCE-94469-4,os_supervised_mdm_require,Enforce Supervised Enrollment in Mobile Device Management,iOS/iPadOS _MUST_ be supervised by a Mobile Device Management (MDM) software.,Manual,,,Enroll the iOS/iPadOS device in a supervised MDM.,"CM-2
CM-6",,,FMT_SMF_EXT.1.1 #47,AIOS-18-013200,,,,,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94555-0,os_system_settings_find_my_device_disable,Disable Find My Device,"The Find My service _MUST_ be disabled.

A Mobile Device Management (MDM) solution _MUST_ be used to carry out remote locking and wiping instead of Apple's Find My service.

Apple's Find My service uses a personal AppleID for authentication. Organizations should rely on MDM solutions, which have much more secure authentication requirements, to perform remote lock and remote wipe.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyDevice</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,,,,,,ANNEX K,,,
CCE-94556-8,os_system_settings_find_my_friends_modification_disable,Disable Find My Friends Modification,"The Find My service modification _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyFriendsModification</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,,,,,,ANNEX K,,,
CCE-94557-6,os_unpaired_boot_disable,Disable the option to recover the device via an unpaired host,"The iOS device _MUST_ be configured to disable unpaired devices to boot devices into recovery.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUnpairedExternalBootToRecovery</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94470-2,os_untrusted_tls_disable,Ensure Allow Users to Accept Untrusted TLS Certificates is set to Disabled,"Users _MUST_ not be allowed to accept self-signed or unverified certificates.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUntrustedTLSPrompt</key>
<false/>
----

",,,,,,2.2.1.6 (level 2 - End-User Owned Devices)3.2.1.13 (level 2 - Institutionally-Owned Devices),4.1,,ANNEX K,,,
CCE-94558-4,os_update_OTAPKI_allow,Allow OTA Update of PKI,"The device _MUST_ be configured that the OTA update of the PKI is allowed.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowOTAPKIUpdates</key>
<true/>
----

",,,,,,,,,ANNEX K,,,
CCE-94559-2,os_update_auto_RSR_allow,Auto install RSR Updates,"The user _MUST_ manually enable automatic install of RSR updtes in Settings/General/Updates/Automatic Updates/Block Remote Content  
",Manual, ,,"This is implemented manually by the user.
",,,,,,,,,ANNEX K,,,
CCE-94560-0,os_update_enforced_software_update_delay,Enforce Software Update Delay.,"The iOS device _MUST_ be configured to enforce a software update delay by 30 days in order to validate compatibility with required software and infrastructure.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceDelayedSoftwareUpdates</key>
<true/>
<key>enforcedSoftwareUpdateDelay</key>
<integer>30</integer>
----

",,,,,,,,,ANNEX D (Section 6.3.1.2 - Update management),,,
CCE-94471-0,os_usb_accessories_when_locked_disable,Ensure Allow USB accessories while the device is locked is set to Disabled,"USB devices _MUST_ not be allowed to connect while the device is locked.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUSBRestrictedMode</key>
<true/>
----

","CM-8(3)
MP-7
SC-7(10)
SC-41",,,FMT_SMF_EXT.1.1 #47,AIOS-18-012200,3.2.1.19 (level 1 - Institutionally-Owned Devices),1.2,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-94561-8,os_video_conferencing_remote_control_disable,Ensure the remotely control a system via videoconferencing is set to Disabled,"Video conferencing remote control _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowVideoConferenceingRemoteControl</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-94578-2,os_visual_intelligence_summary,Disable Apple Intelligence Visual Intelligence Summary,"Apple Intelligence features such as Visual Intelligence Summary that use off device AI _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowVisualIntelligenceSummary</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,,,,
CCE-94472-8,os_voice_dialing_when_locked_disabled,Ensure Allow voice dialing while device is locked is set to Disabled,"Voice dialing while the device is locked _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowVoiceDialing</key>
<false/>
----

","CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #8b,,2.2.1.1 (level 1 - End-User Owned Devices)3.2.1.2 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX K,CCI-000366,medium,
CCE-94562-6,os_web_distribution_app_installation_disable,Ensure the ability to install apps directly from the web is set to Disabled,"Web distrubtion of app installation _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowWebDistributionAppInstallation</key>
<false/>
----

",CM-11,,,FMT_SMF_EXT.1.1 #3,AIOS-18-015000,,,,ANNEX K,CCI-000366,medium,
CCE-94563-4,os_writing_tools_disable,Ensure the ability to use AI writing tools is set to Disabled,"AI writing tools _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowWritingTools</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)
SC-7(10)",,,,,,,,ANNEX K,,,
CCE-94473-6,pwpolicy_account_lockout_enforce,Limit Consecutive Failed Login Attempts to 6,"The iOS _MUST_ be configured to limit the number of failed login attempts to a maximum of 6.

This rule protects against malicious users attempting to gain access to the system via brute-force hacking methods. 
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxFailedAttempts</key>
<integer>6</integer>
----

",AC-7,,,"FMT_SMF_EXT.1.1 #2c
FIA_AFL_EXT.1.5",AIOS-18-006900,2.4.6 (level 1 - End-User Owned Devices)3.4.6 (level 1 - Institutionally-Owned Devices),4.3,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",CCI-000044,medium,
CCE-94564-2,pwpolicy_alpha_numeric_enforce,Require Passwords Contain a Minimum of One Numeric Character,"The iOS _MUST_ be configured to require at least one numeric character be used when a password is created.

This rule enforces password complexity by requiring users to set passwords that are less vulnerable to malicious users. 
",Configuration Profile,,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>requireAlphanumeric</key>
<true/>
----

",IA-5(1),,,,,,,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",,,
CCE-94474-4,pwpolicy_force_pin_enable,Ensure Force Pin is set to Enabled,"Passwords provide a form of access control that prevents unauthorized individuals from accessing computing resources and sensitive data. Passwords may also be a source of entropy for generation of key encryption or data encryption keys. If a password is not required to access data, this data is accessible to any adversary who obtains physical possession of the device. Requiring that a password be successfully entered before the mobile device data is unencrypted mitigates this risk.

Note: MDF PP v2.0 requires a Password Authentication Factor and requires management of its length and complexity. It leaves open whether the existence of a password is subject to management. This requirement addresses the configuration to require a password, which is critical to the cybersecurity posture of the device.",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>forcePIN</key>
<true/>
----

",SC-28,,,FIA_UAU_EXT.1.1,AIOS-18-010400,,,,Annex D (Section 5.9.1 - Device-Code),CCI-001199,high,
CCE-94565-9,pwpolicy_history_enforce,Prohibit Password Reuse for a Minimum of 2 Generations,"The iOS _MUST_ be configured to enforce a password history of at least 2 previous passwords when a password is created.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>pinHistory</key>
<integer>2</integer>
----

",IA-5(1),,,FMT_SMF.1.1 #47,AIOS-18-006950,,,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",CCI-004061,high,
CCE-94475-1,pwpolicy_max_grace_period_enforce,Ensure Maximum grace period for device lock is set to Immediately,"The iOS grace period for device lock _MUST_ be configured to immediately.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxGracePeriod</key>
<integer>0</integer>
----

","AC-11
IA-11",,,FMT_SMF_EXT.1.1 #2a,AIOS-18-006800,2.4.5 (level 1 - End-User Owned Devices)3.4.5 (level 1 - Institutionally-Owned Devices),4.3,,ANNEX D (Section 5.9.1 - Device-Code),CCI-000057,medium,
CCE-94476-9,pwpolicy_max_inactivity_enforce,Ensure Maximum Auto-Lock is set to 2 minutes or less,"The iOS _MUST_ be configured to auto-lock after 2 minutes.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>maxInactivity</key>
<integer>2</integer>
----

","AC-11
IA-11",,,FMT_SMF_EXT.1.1 #2b,AIOS-18-006800,2.4.4 (level 1 - End-User Owned Devices)3.4.4 (level 1 - Institutionally-Owned Devices),4.3,,"ANNEX D (Section 5.9.1 - Device-Code)
ANNEX K",CCI-000057,medium,
CCE-94477-7,pwpolicy_minimum_length_enforce,Require a Minimum Passcode Length of 6 Characters,"The iOS _MUST_ be configured to require a minimum of 6 characters be used when a passcode is created.

This rule enforces passcode complexity by requiring users to set passcode that are less vulnerable to malicious users. 
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>minLength</key>
<integer>6</integer>
----

",IA-5(1),,,FMT_SMF_EXT.1.1 #1a,AIOS-18-006500,2.4.3 (level 1 - End-User Owned Devices)3.4.3 (level 1 - Institutionally-Owned Devices),5.2,,"ANNEX D (Section 5.9 - Device authentication)
ANNEX K",CCI-000205,medium,
CCE-94478-5,pwpolicy_simple_sequence_disable,"Prohibit Repeating, Ascending, and Descending Character Sequences","The iOS device _MUST_ be configured to prohibit the use of repeating, ascending, and descending character sequences when a passcode is created.

This rule enforces password complexity by requiring users to set passcodes that are less vulnerable to malicious users.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mobiledevice.passwordpolicy) payload type:

[source,xml]
----
<key>allowSimple</key>
<false/>
----

",IA-5(1),,,FMT_SMF_EXT.1.1 #1b,AIOS-18-006600,2.4.1 (level 1 - End-User Owned Devices)3.4.1 (level 1 - Institutionally-Owned Devices),5.2,,"ANNEX D (Section 5.9 - Device authentication)
ANNEX K",CCI-000366,medium,
